method,sequence_length,status,successful_trials,prefill_seconds_mean,prefill_seconds_std,prefill_tokens_per_second_mean,prefill_tokens_per_second_std,decode_first_step_ms_mean,decode_first_step_ms_std,decode_all_mean_ms_mean,decode_all_mean_ms_std,decode_steady_mean_ms_mean,decode_steady_mean_ms_std,decode_steady_p50_ms_mean,decode_steady_p50_ms_std,decode_steady_p95_ms_mean,decode_steady_p95_ms_std,prefill_peak_gpu_allocated_gib_mean,prefill_peak_gpu_allocated_gib_std,prefill_peak_gpu_reserved_gib_mean,prefill_peak_gpu_reserved_gib_std,decode_peak_gpu_allocated_gib_mean,decode_peak_gpu_allocated_gib_std,decode_peak_gpu_reserved_gib_mean,decode_peak_gpu_reserved_gib_std,cpu_rss_after_prefill_gib_mean,cpu_rss_after_prefill_gib_std,cpu_rss_after_decode_gib_mean,cpu_rss_after_decode_gib_std,cache_cpu_gib_mean,cache_cpu_gib_std,cache_gpu_gib_mean,cache_gpu_gib_std,cache_total_gib_mean,cache_total_gib_std,cache_ratio_mean,cache_ratio_std,decode_steady_p50_ms_pooled,decode_steady_p95_ms_pooled
standard,4096,ok,5,0.19141071531921625,0.00022528293192353253,21399.034671426143,25.155032719484236,16.99593188241124,0.5587334673129445,15.798913477168929,0.020566818577711404,15.759012863660852,0.035131473181706105,15.71840001270175,0.02583588060729396,15.919000040739775,0.0767102092661009,6.319040775299072,0.0,6.375,0.0,6.035293102264404,0.0,6.375,0.0,1.3410263061523438,0.0,1.3410263061523438,0.0,0.0,0.0,0.14168930053710938,0.0,0.14168930053710938,0.0,1.0,0.0,15.71661839261651,15.947110927663743
standard,8192,ok,5,0.43299989830702545,0.00025823819804141583,18919.178418087777,11.28359721622554,16.74216166138649,0.06023881585297831,16.088907180293916,0.11307014529645067,16.06713203092416,0.1178325769088206,16.02087989449501,0.05082003312670002,16.207999517209828,0.20017846948266343,6.776163578033447,0.0,6.91796875,0.0,6.207274913787842,0.0,6.91796875,0.0,1.3124160766601562,0.0,1.3124160766601562,0.0,0.0,0.0,0.2823143005371094,0.0,0.2823143005371094,0.0,1.0,0.0,16.02762984111905,16.21232726611197
standard,16384,ok,5,1.0112973473966123,0.001007567717722703,16200.98485467394,16.138802501859207,22.943614423274994,0.027086571977522036,21.69019283967153,0.006388302141243983,21.64841212021808,0.00692191770169158,21.644438290968537,0.00586377009941004,21.66891625151038,0.011411783744766538,7.690409183502197,0.0,8.171875,0.0,6.551208019256592,0.0,8.171875,0.0,1.3133087158203125,0.0,1.3133087158203125,0.0,0.0,0.0,0.5635643005371094,0.0,0.5635643005371094,0.0,1.0,0.0,21.64558251388371,21.674667671322823
standard,32768,ok,5,2.5210332976654173,0.004253370150553755,12997.874602387426,21.944811091033156,37.03556936234236,0.3575473029496057,34.69603026826535,0.01932211995060165,34.61804563179612,0.01134699453622123,34.60964732803404,0.0036704619425723803,34.69234854914248,0.07157993338126498,9.518900394439697,0.0,10.03125,0.0,7.239081859588623,0.0,10.03125,0.0,1.310333251953125,0.0,1.310333251953125,0.0,0.0,0.0,1.1260643005371094,0.0,1.1260643005371094,0.0,1.0,0.0,34.61037413217127,34.66275834944099
layer_offload,4096,ok,5,0.19724964667111636,0.00037690377135755096,20765.623739182993,39.61711134507256,20.67040652036667,0.05809964120231146,19.60530755740981,0.09001713568839108,19.56980425864458,0.09108686619951635,19.527735142037272,0.012227169890553235,19.856826490722597,0.6248934341437481,6.186228275299072,0.0,6.375,0.0,5.901475429534912,0.0,6.39453125,0.0,1.7243156433105469,0.0,1.7243156433105469,0.0,0.1338176727294922,0.0,0.007871627807617188,0.0,0.14168930053710938,0.0,1.0,0.0,19.526589894667268,19.606244121678174
layer_offload,8192,ok,5,0.4435724150389433,0.00031672219236119817,18468.24343472534,13.189274192404739,29.512622207403183,0.23685430842196648,28.519552615621397,0.07376720486276121,28.486450295895338,0.07125554276781722,28.421834716573358,0.007591106714485856,28.74181993305683,0.5314747097765239,6.510538578033447,0.0,6.75,0.0,5.94064474105835,0.0,6.7890625,0.0,2.1326675415039062,0.0,2.1326675415039062,0.0,0.2666301727294922,0.0,0.015684127807617188,0.0,0.2823143005371094,0.0,1.0,0.0,28.42302666977048,28.556640399619937
layer_offload,16384,ok,5,1.032399156410247,0.00086169957338577,15869.839711248866,13.244552540470812,50.64970552921295,0.3297825593069724,49.421381208324625,0.0687790301510901,49.380437064295016,0.06505434294853975,49.33961336500943,0.014215080875768804,49.71246990840882,0.4510370970216157,7.159159183502197,0.0,7.5,0.0,6.0189528465271,0.0,7.5390625,0.0,2.953418731689453,0.0,2.953418731689453,0.0,0.5322551727294922,0.0,0.03130912780761719,0.0,0.5635643005371094,0.0,1.0,0.0,49.33920060284436,49.51950088143349
layer_offload,32768,ok,5,2.558378869481385,0.002109369256572037,12808.11775557622,10.562220823329119,90.99622396752238,0.23182260718700148,89.02572973541194,0.029920214604533202,88.96004659434159,0.03158706518561169,88.91358473338187,0.011514070849574582,89.02813408523798,0.07199061034290304,8.456400394439697,0.0,9.359375,0.0,6.175576686859131,0.0,9.4921875,0.0,4.594825744628906,0.0,4.594825744628906,0.0,1.0635051727294922,0.0,0.06255912780761719,0.0,1.1260643005371094,0.0,1.0,0.0,88.91294780187309,88.99620522279292
