method,family,resident_kv_heads_r,sequence_length,trial,generated_token_position,phase,token_id,wall_ms,cuda_ms,h2d_event_ms
stagekv_cross_layer_r2,cross_layer,2,8192,1,16,decode_steady,220,2698.775333352387,2698.809326171875,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,17,decode_steady,16,3402.1868966519833,3402.240966796875,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,18,decode_steady,15,3596.5149090625346,3596.56640625,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,19,decode_steady,15,2199.7978212311864,2199.82958984375,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,20,decode_steady,4,2266.0935036838055,2266.125244140625,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,21,decode_steady,220,1833.5914802737534,1833.6163330078125,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,22,decode_steady,16,2602.059183176607,2602.0966796875,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,23,decode_steady,15,1997.5072918459773,1997.5345458984375,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,24,decode_steady,15,2606.341900769621,2606.36865234375,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,25,decode_steady,4,3700.3737026825547,3700.411376953125,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,26,decode_steady,220,4199.4461179710925,4199.4970703125,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,27,decode_steady,16,4095.180933829397,4095.234130859375,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,28,decode_steady,15,3502.3923693224788,3502.42626953125,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,29,decode_steady,15,3297.16633586213,3297.21240234375,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,30,decode_steady,4,2800.9813693352044,2801.013916015625,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,31,decode_steady,220,4196.469200775027,4196.5107421875,0.0
stagekv_cross_layer_r2,cross_layer,2,8192,1,32,decode_steady,16,2500.0443309545517,2500.075439453125,0.0
standard,standard,,8192,1,1,prefill_ttft,220,868.8457952812314,868.7564697265625,0.0
standard,standard,,8192,1,2,decode_first,16,28.858741279691458,28.855295181274414,0.0
