method,family,resident_kv_heads_r,sequence_length,status,successful_trials,prefill_wall_ms_mean,prefill_wall_ms_std,prefill_cuda_ms_mean,prefill_cuda_ms_std,time_to_first_token_wall_ms_mean,time_to_first_token_wall_ms_std,time_to_first_token_cuda_ms_mean,time_to_first_token_cuda_ms_std,prefill_tokens_per_second_mean,prefill_tokens_per_second_std,decode_first_step_wall_ms_mean,decode_first_step_wall_ms_std,decode_first_step_cuda_ms_mean,decode_first_step_cuda_ms_std,decode_steady_wall_mean_ms_mean,decode_steady_wall_mean_ms_std,decode_steady_cuda_mean_ms_mean,decode_steady_cuda_mean_ms_std,decode_steady_tokens_per_second_mean,decode_steady_tokens_per_second_std,prefill_peak_gpu_allocated_gib_mean,prefill_peak_gpu_allocated_gib_std,prefill_peak_gpu_reserved_gib_mean,prefill_peak_gpu_reserved_gib_std,decode_peak_gpu_allocated_gib_mean,decode_peak_gpu_allocated_gib_std,decode_peak_gpu_reserved_gib_mean,decode_peak_gpu_reserved_gib_std,cache_gpu_gib_mean,cache_gpu_gib_std,cache_cpu_gib_mean,cache_cpu_gib_std,cache_total_gib_mean,cache_total_gib_std,staging_gpu_gib_mean,staging_gpu_gib_std,h2d_gib_mean,h2d_gib_std,d2h_gib_mean,d2h_gib_std,async_h2d_event_total_ms_mean,async_h2d_event_total_ms_std,async_d2h_append_calls_mean,async_d2h_append_calls_std,non_blocking_d2h_tensor_copies_mean,non_blocking_d2h_tensor_copies_std,blocking_d2h_tensor_copies_mean,blocking_d2h_tensor_copies_std,layer_prefetch_calls_mean,layer_prefetch_calls_std,lookahead_prefetch_calls_mean,lookahead_prefetch_calls_std,layer0_fallback_prefetch_calls_mean,layer0_fallback_prefetch_calls_std,layer_prefetch_hits_mean,layer_prefetch_hits_std,layer_prefetch_misses_mean,layer_prefetch_misses_std,layer_slot_reuse_waits_mean,layer_slot_reuse_waits_std,expected_layer_prefetches_mean,expected_layer_prefetches_std,expected_lookahead_prefetches_mean,expected_lookahead_prefetches_std,expected_layer0_fallbacks_mean,expected_layer0_fallbacks_std,expected_layer_slot_reuse_waits_mean,expected_layer_slot_reuse_waits_std,decode_steady_cuda_p50_ms_pooled,decode_steady_cuda_p95_ms_pooled,decode_steady_wall_p50_ms_pooled,decode_steady_wall_p95_ms_pooled,all_generated_sequences_match_standard,all_step_top1_match_standard,all_cross_layer_schedules_correct
standard,standard,,8192,ok,5,863.4866779670119,5.210744183260482,863.4744262695312,5.208048537971523,863.4866779670119,5.210744183260482,863.4744262695312,5.208048537971523,9487.528187996058,57.11329493136975,26.909289695322514,0.3920590798446992,26.905862426757814,0.392054394190316,25.755774459491175,0.2312235575711386,25.751217918395994,0.23105492563731161,38.835587732543075,0.3445227279379003,15.764001369476318,0.0,16.076171875,0.0,14.784679889678955,0.0,16.076171875,0.0,0.43915557861328125,0.0,0.0,0.0,0.43915557861328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.628239631652832,25.886832332611085,25.632887380197644,25.89119174517691,True,True,True
stagekv_bidirectional_r2,bidirectional,2,8192,ok,5,3493.6109610833228,303.0775175995153,3466.002099609375,305.4562230489242,3493.6109610833228,303.0775175995153,3466.002099609375,305.4562230489242,2377.6127718710886,200.33680834820075,3875.057851616293,299.0297162859887,3875.040771484375,299.000009679525,2946.9159507627287,563.751090942759,2943.486261393229,564.0087047716434,0.35011309975729166,0.06882216132266347,15.54604959487915,0.0,16.021484375,0.0,14.529702186584473,0.0,16.041015625,0.0,0.21957778930664062,0.0,0.21957778930664062,0.0,0.43915557861328125,0.0,0.015684127807617188,0.0,6.793666839599609,0.0,0.21957778930664062,0.0,0.0,0.0,896.0,0.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.19677734375,4254.545458984374,2838.4772087447345,4254.578674817456,True,True,True
stagekv_cross_layer_r2,cross_layer,2,8192,ok,5,3371.081302128732,188.99700047843774,3349.536083984375,160.30496430656882,3371.081302128732,188.99700047843774,3349.536083984375,160.30496430656882,2450.013560257946,112.42408107114828,3626.4267744496465,701.8767604699907,3626.462353515625,701.9260962723308,2935.248757172376,430.67718765118224,2930.5446435546874,432.4241088119305,0.34711377468256327,0.05028087498152879,15.54604959487915,0.0,16.021484375,0.0,14.529702186584473,0.0,16.041015625,0.0,0.21957778930664062,0.0,0.21957778930664062,0.0,0.43915557861328125,0.0,0.015684127807617188,0.0,6.793666839599609,0.0,0.21957778930664062,0.0,0.0,0.0,896.0,0.0,1792.0,0.0,0.0,0.0,868.0,0.0,837.0,0.0,31.0,0.0,837.0,0.0,31.0,0.0,866.0,0.0,868.0,0.0,837.0,0.0,31.0,0.0,866.0,0.0,2797.58740234375,4405.310375976563,2798.53146802634,4405.286201182753,True,True,True
