method,sequence_length,status,successful_trials,prefill_seconds_mean,prefill_seconds_std,prefill_tokens_per_second_mean,prefill_tokens_per_second_std,decode_seconds_mean_mean,decode_seconds_mean_std,prefill_peak_gpu_allocated_gib_mean,prefill_peak_gpu_allocated_gib_std,prefill_peak_gpu_reserved_gib_mean,prefill_peak_gpu_reserved_gib_std,decode_peak_gpu_allocated_gib_mean,decode_peak_gpu_allocated_gib_std,cpu_rss_after_prefill_gib_mean,cpu_rss_after_prefill_gib_std,cache_cpu_gib_mean,cache_cpu_gib_std,cache_gpu_gib_mean,cache_gpu_gib_std,cache_total_gib_mean,cache_total_gib_std,cache_ratio_mean,cache_ratio_std
standard,4096,ok,5,0.40344797940924765,0.0005988352498802992,10152.503980945345,15.064788135099324,0.023890814220067114,0.0059644904962783555,14.999261379241943,0.0,15.20703125,0.0,14.50944471359253,0.0,1.318133544921875,0.036522582035832425,0.0,0.0,0.218963623046875,0.0,0.218963623046875,0.0,1.0,0.0
standard,8192,ok,5,0.8626463426277041,0.0016379140335859605,9496.387192179745,18.071399173151704,0.028702110273297877,0.006321735056836896,15.764001369476318,0.0,16.076171875,0.0,14.78296422958374,0.0,1.3185562133789062,0.03653280808045413,0.0,0.0,0.437713623046875,0.0,0.437713623046875,0.0,1.0,0.0
standard,16384,ok,5,1.9152716346085072,0.004470835490800339,8554.437492913734,19.98517374904853,0.0382083599222824,0.006012833396256568,17.29018545150757,0.0,17.798828125,0.0,15.329659938812256,0.0,1.3187469482421874,0.0361596229922668,0.0,0.0,0.875213623046875,0.0,0.875213623046875,0.0,1.0,0.0
standard,32768,ok,5,4.538256603991613,0.017703125896253082,7220.481905312633,28.221894490668305,0.0558121177717112,0.00637666566320057,20.34523916244507,0.0,21.447265625,0.0,16.423776149749756,0.0,1.3182991027832032,0.036521302336261774,0.0,0.0,1.750213623046875,0.0,1.750213623046875,0.0,1.0,0.0
layer_offload,4096,ok,5,0.41481896201148627,0.0057742847982208785,9875.68981974339,134.95184038853353,0.04918505728710443,0.036382205816494005,14.796136379241943,0.0,15.0625,0.0,14.306121349334717,0.0,1.8739814758300781,0.22877465183006615,0.2033233642578125,0.0,0.0156402587890625,0.0,0.218963623046875,0.0,1.0,0.0
layer_offload,8192,ok,5,0.8809255630709231,0.0015369637143278568,9299.332759617375,16.22312473262026,0.07581297956639901,0.06404683624022696,15.357751369476318,0.0,16.076171875,0.0,14.376515865325928,0.0,2.422960662841797,0.4227601601742814,0.4064483642578125,0.0,0.0312652587890625,0.0,0.437713623046875,0.0,1.0,0.0
layer_offload,16384,ok,5,1.9478964290115983,0.002561493039064833,8411.136470639236,11.075130814906695,0.13238669282291085,0.12554690968278517,16.47768545150757,0.0,17.220703125,0.0,14.516961574554443,0.0,3.5381431579589844,0.8192606622738222,0.8126983642578125,0.0,0.0625152587890625,0.0,0.875213623046875,0.0,1.0,0.0
layer_offload,32768,ok,5,4.606566900992766,0.011813093704597986,7113.360765077058,18.22717575391713,0.25943361725658176,0.24498578102108345,18.72023916244507,0.0,20.291015625,0.0,14.798577785491943,0.0,5.801378631591797,1.6298327448195218,1.6251983642578125,0.0,0.1250152587890625,0.0,1.750213623046875,0.0,1.0,0.0
