status,resident_kv_heads_r,kv_group_size_g,sequence_length,decode_tokens,max_cache_len,cache_implementation,h2d_non_blocking_enabled,async_overlap_enabled,same_generated_sequence,all_step_top1_equal,max_probability_total_variation,min_top10_overlap,max_step_logits_relative_l2_error,min_step_logits_cosine_similarity,cpu_buffers_pinned,cache_growth_cat_calls,cache_allocations,expected_cache_allocations,stagekv_gpu_used_cache_bytes,stagekv_cpu_used_cache_bytes,stagekv_gpu_allocated_cache_bytes,stagekv_cpu_allocated_cache_bytes,expected_gpu_cache_bytes,expected_cpu_cache_bytes,placement_pinning_and_capacity_correct,expected_attention_calls,observed_attention_calls,expected_cpu_to_gpu_group_transfers,observed_cpu_to_gpu_group_transfers,non_blocking_h2d_tensor_copies,gpu_to_cpu_append_bytes,cpu_to_gpu_group_bytes,transfer_counts_correct,standard_elapsed_seconds,stagekv_static_pinned_elapsed_seconds,behavioral_checks,failed_checks,note
PASS_BEHAVIORAL_EQUIVALENCE,0,2,4096,8,4103,preallocated_static_pinned_cpu,True,False,True,True,0.009983308613300323,0.9,0.01421318482607603,0.9998898506164551,True,0,56,56,0,235282432,0,235282432,0,235282432,True,224,224,448,448,896,235282432,1880653824,True,1.2187009598128498,10.622394318692386,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'placement_pinning_and_capacity_correct': True, 'transfer_counts_correct': True}",[],"Correctness and placement only. CPU buffers are pinned and H2D copies use non_blocking=True, but there is no separate CUDA transfer stream or compute/transfer overlap in this prototype."
PASS_BEHAVIORAL_EQUIVALENCE,1,2,4096,8,4103,preallocated_static_pinned_cpu,True,False,True,True,0.009983308613300323,0.9,0.01421318482607603,0.9998898506164551,True,0,112,112,58820608,176461824,58820608,176461824,58820608,176461824,True,224,224,448,448,896,176461824,1410490368,True,1.2187009598128498,7.4191964589990675,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'placement_pinning_and_capacity_correct': True, 'transfer_counts_correct': True}",[],"Correctness and placement only. CPU buffers are pinned and H2D copies use non_blocking=True, but there is no separate CUDA transfer stream or compute/transfer overlap in this prototype."
PASS_BEHAVIORAL_EQUIVALENCE,2,2,4096,8,4103,preallocated_static_pinned_cpu,True,False,True,True,0.009983308613300323,0.9,0.01421318482607603,0.9998898506164551,True,0,112,112,117641216,117641216,117641216,117641216,117641216,117641216,True,224,224,224,224,448,117641216,940326912,True,1.2187009598128498,6.5069675068371,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'placement_pinning_and_capacity_correct': True, 'transfer_counts_correct': True}",[],"Correctness and placement only. CPU buffers are pinned and H2D copies use non_blocking=True, but there is no separate CUDA transfer stream or compute/transfer overlap in this prototype."
PASS_BEHAVIORAL_EQUIVALENCE,4,2,4096,8,4103,preallocated_static_pinned_cpu,True,False,True,True,0.009983308613300323,0.9,0.01421318482607603,0.9998898506164551,True,0,56,56,235282432,0,235282432,0,235282432,0,True,224,224,0,0,0,0,0,True,1.2187009598128498,0.5681105777621269,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'placement_pinning_and_capacity_correct': True, 'transfer_counts_correct': True}",[],"Correctness and placement only. CPU buffers are pinned and H2D copies use non_blocking=True, but there is no separate CUDA transfer stream or compute/transfer overlap in this prototype."
