method,sequence_length,decode_tokens,decode_forward_steps,generated_token_ids,decode_step_latencies_ms,prefill_seconds,prefill_tokens_per_second,decode_first_step_ms,decode_all_mean_ms,decode_all_std_ms,decode_steady_mean_ms,decode_steady_std_ms,decode_steady_p50_ms,decode_steady_p95_ms,decode_steady_min_ms,decode_steady_max_ms,prefill_peak_gpu_allocated_gib,prefill_peak_gpu_reserved_gib,decode_peak_gpu_allocated_gib,decode_peak_gpu_reserved_gib,cpu_rss_before_gib,cpu_rss_after_prefill_gib,cpu_rss_after_decode_gib,cache_cpu_gib,cache_gpu_gib,cache_total_gib,theoretical_cache_gib,cache_ratio,trial,status,error
standard,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[21.624192129820585, 20.683092065155506, 20.673596765846014, 20.667769014835358, 20.676701795309782, 20.718185231089592, 21.03441208600998, 20.68480523303151, 20.6860457547009, 20.667628850787878, 20.695239771157503, 20.70101909339428, 20.704424008727074, 20.6615193746984, 20.710533019155264, 20.698023959994316, 20.72048792615533, 20.686427131295204, 20.70975210517645, 20.706426817923784, 20.705776289105415, 20.706045906990767, 20.800037775188684, 20.71353793144226, 20.735790953040123, 20.69831406697631, 20.683883223682642, 20.740327890962362, 20.710363052785397, 20.699166227132082, 20.6985748372972]",0.4050438445992768,10112.485486731215,21.624192129820585,20.742003235124773,0.1762156837634577,20.712596938634913,0.06627004888687123,20.70009266026318,20.77316832728684,20.6615193746984,21.03441208600998,14.999261379241943,15.20703125,14.511195659637451,15.20703125,1.3045158386230469,1.3045158386230469,1.3045158386230469,0.0,0.22040557861328125,0.22040557861328125,0.22040557861328125,1.0,1,ok,
standard,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[21.78076934069395, 20.711825229227543, 20.673025865107775, 20.686717238277197, 20.64868016168475, 20.696100778877735, 20.693216007202864, 20.684242714196444, 20.677973981946707, 20.786738023161888, 20.722842309623957, 20.709542091935873, 20.711123943328857, 20.697582978755236, 20.689531229436398, 20.705996081233025, 20.708720199763775, 20.70321189239621, 20.710463169962168, 20.71723435074091, 20.69947589188814, 20.668318960815668, 20.720838103443384, 20.720387808978558, 20.715539809316397, 20.67273622378707, 20.972589030861855, 20.730653312057257, 20.70628572255373, 20.68008715286851, 20.71212511509657]",0.4052256075665355,10107.949555797662,21.78076934069395,20.745631442555496,0.1996293189614475,20.711126845950883,0.055188850042823284,20.706140901893377,20.761499903164804,20.64868016168475,20.972589030861855,14.999261379241943,15.20703125,14.511195659637451,15.20703125,1.3045158386230469,1.3045158386230469,1.3045158386230469,0.0,0.22040557861328125,0.22040557861328125,0.22040557861328125,1.0,2,ok,
standard,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[21.606225054711103, 20.73620120063424, 21.03859791532159, 20.690131932497025, 20.66369168460369, 20.695970859378576, 20.69012215360999, 20.701759960502386, 20.674327854067087, 20.703132264316082, 20.70312201976776, 20.705515053123236, 20.68640710785985, 20.688919816166162, 20.695130340754986, 20.67541005089879, 20.709621720016003, 20.69816505536437, 20.69915598258376, 20.677984226495028, 20.705564878880978, 20.79935697838664, 20.712004974484444, 20.738514605909586, 20.694278180599213, 20.701979752629995, 20.706235896795988, 20.70624614134431, 20.686957985162735, 20.68881969898939, 20.710371900349855]",0.40525737404823303,10107.157234633074,21.606225054711103,20.74161042729693,0.17314108352003724,20.71278993971646,0.06613934480477472,20.700457971543074,20.771977910771966,20.66369168460369,21.03859791532159,14.999261379241943,15.20703125,14.511195659637451,15.20703125,1.3045158386230469,1.3045158386230469,1.3045158386230469,0.0,0.22040557861328125,0.22040557861328125,0.22040557861328125,1.0,3,ok,
standard,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[21.77404798567295, 20.718906074762344, 20.698585081845522, 20.67599119618535, 20.677391905337572, 20.667146891355515, 20.70636674761772, 20.701670087873936, 20.671033300459385, 20.681669004261494, 20.702490117400885, 20.69683186709881, 20.64774790778756, 20.68203967064619, 20.690793171525, 20.710092969238758, 20.690102130174637, 20.867779850959778, 20.705104805529118, 20.707768853753805, 20.66231006756425, 20.688689779490232, 20.696402061730623, 20.714559126645327, 20.704934373497963, 20.690332166850567, 20.71876497939229, 20.71958687156439, 20.72115894407034, 20.689952187240124, 20.717542618513107]",0.40502404933795333,10112.979727241542,21.77404798567295,20.73541267084018,0.19608854947968712,20.700791493679088,0.03657749574442402,20.697708474472165,20.72045151144266,20.64774790778756,20.867779850959778,14.999261379241943,15.20703125,14.511195659637451,15.20703125,1.3045158386230469,1.3045158386230469,1.3045158386230469,0.0,0.22040557861328125,0.22040557861328125,0.22040557861328125,1.0,4,ok,
standard,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[21.666907239705324, 20.707629155367613, 20.67789388820529, 20.64613625407219, 20.67381702363491, 20.684442948549986, 20.694779232144356, 20.67072270438075, 20.665165036916733, 20.720056723803282, 20.690441597253084, 20.686966832727194, 20.68262081593275, 20.688930060714483, 20.722250919789076, 20.69590985774994, 20.67414717748761, 20.70356160402298, 20.715479739010334, 20.681718830019236, 21.210407372564077, 20.903503987938166, 20.68499429151416, 20.70117788389325, 20.68851003423333, 20.68352187052369, 20.70528408512473, 20.702039822936058, 20.68118890747428, 20.682970993220806, 20.726016256958246]",0.4050981802865863,10111.129102338326,21.666907239705324,20.74578042412477,0.19859332152147713,20.715076196938753,0.10279241270700591,20.688720047473907,20.823634508997202,20.64613625407219,21.210407372564077,14.999261379241943,15.20703125,14.511195659637451,15.20703125,1.3045158386230469,1.3045158386230469,1.3045158386230469,0.0,0.22040557861328125,0.22040557861328125,0.22040557861328125,1.0,5,ok,
layer_offload,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[32.43058314546943, 31.702654901891947, 31.64367564022541, 31.73034591600299, 31.733710784465075, 31.694572884589434, 31.677355989813805, 31.711338087916374, 31.714022159576416, 31.696015037596226, 33.074886072427034, 31.85248002409935, 31.714962795376778, 31.709483824670315, 31.74180304631591, 31.70795226469636, 31.737095676362514, 31.722203828394413, 31.710305251181126, 31.746470369398594, 31.741042155772448, 31.731097027659416, 31.767611857503653, 31.733490992337465, 31.78208414465189, 31.746140215545893, 31.759430188685656, 31.774082221090794, 31.79161809384823, 31.747843138873577, 31.792559660971165]",0.4135626321658492,9904.183021925925,32.43058314546943,31.800610238626117,0.27027020052670336,31.77961114173134,0.24783787201298646,31.73360088840127,31.825515860691667,31.64367564022541,33.074886072427034,14.796136379241943,15.0625,14.306533336639404,15.1015625,1.9456825256347656,1.9456825256347656,1.9456825256347656,0.20466232299804688,0.015743255615234375,0.22040557861328125,0.22040557861328125,1.0,1,ok,
layer_offload,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[32.45171485468745, 31.68993489816785, 31.672388315200806, 31.69884905219078, 31.695603393018246, 31.716125085949898, 31.729495152831078, 31.684227287769318, 31.705197878181934, 31.69236797839403, 31.729175243526697, 31.729273963719606, 31.73129679635167, 31.729925889521837, 31.70893294736743, 31.684275716543198, 31.72952402383089, 31.736255157738924, 31.713540200144053, 31.737988349050283, 31.743846833705902, 31.743055675178766, 31.74640005454421, 31.74675116315484, 31.776596326380968, 31.762783881276846, 31.76947496831417, 31.7536611109972, 31.750346068292856, 31.80721215903759, 31.747781671583652]",0.4135202360339463,9905.19844756462,32.45171485468745,31.752064583762998,0.13329871419922543,31.728742908065517,0.030641924114760747,31.729724956676364,31.77339171525091,31.672388315200806,31.80721215903759,14.796136379241943,15.0625,14.306533336639404,15.1015625,1.9456825256347656,1.9456825256347656,1.9456825256347656,0.20466232299804688,0.015743255615234375,0.22040557861328125,0.22040557861328125,1.0,2,ok,
layer_offload,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[32.631125301122665, 31.690907198935747, 31.663074158132076, 31.735394150018692, 31.691587064415216, 31.71688597649336, 31.738767866045237, 31.663464847952127, 31.705047003924847, 31.66869282722473, 31.710125971585512, 31.707850750535727, 31.708633061498404, 31.697005033493042, 31.719138380140066, 31.732037663459778, 31.737377401441336, 31.696304213255644, 31.717376317828894, 31.765719410032034, 31.722203362733126, 31.736474949866533, 31.73837810754776, 31.747091095894575, 31.75619477406144, 31.804006081074476, 31.94910567253828, 31.777246855199337, 31.759069301187992, 31.87886020168662, 31.936035957187414]",0.41377866407856345,9899.012094113918,32.631125301122665,31.771005837306863,0.17358674546474462,31.742335188513,0.06935791005498043,31.72712051309645,31.910306867212057,31.663074158132076,31.94910567253828,14.796136379241943,15.0625,14.306533336639404,15.1015625,1.9456825256347656,1.9456825256347656,1.9456825256347656,0.20466232299804688,0.015743255615234375,0.22040557861328125,0.22040557861328125,1.0,3,ok,
layer_offload,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[32.380246091634035, 31.69984882697463, 31.692097894847393, 31.69436100870371, 31.68268408626318, 31.7055881023407, 31.706280075013638, 31.693540047854185, 31.704746652394533, 31.718146987259388, 31.736413948237896, 31.70087095350027, 31.677094753831625, 31.73959907144308, 31.73099597916007, 31.708643306046724, 31.72817174345255, 31.70714108273387, 31.70953504741192, 31.728372909128666, 31.7219328135252, 31.719658989459276, 31.772640068084, 31.749894842505455, 31.76759136840701, 31.756094191223383, 31.820951960980892, 31.77581401541829, 31.79345093667507, 31.968894880264997, 31.74881311133504]",0.41442378517240286,9883.602598475469,32.380246091634035,31.75613276600357,0.1280959584781306,31.735328988482554,0.055632996705035666,31.720795901492238,31.808576500043273,31.677094753831625,31.968894880264997,14.796136379241943,15.0625,14.306533336639404,15.1015625,1.9456825256347656,1.9456825256347656,1.9456825256347656,0.20466232299804688,0.015743255615234375,0.22040557861328125,0.22040557861328125,1.0,4,ok,
layer_offload,4096,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[32.45048224925995, 31.651225872337818, 31.670264899730682, 31.68720006942749, 31.677726190537214, 31.708342023193836, 31.69256867840886, 31.704545952379704, 31.72478685155511, 31.703324988484383, 31.727861147373915, 31.72157285735011, 31.688372138887644, 31.731717754155397, 31.714461743831635, 31.709543894976377, 31.733850948512554, 31.71126591041684, 31.823906116187572, 31.756584998220205, 31.729573849588633, 31.767030712217093, 31.76123322919011, 31.751457136124372, 31.7314681597054, 31.774753239005804, 31.802393961697817, 31.742373015731573, 31.75138682126999, 31.807282008230686, 31.801613047719]",0.41412609396502376,9890.707346603327,32.45048224925995,31.75516678921638,0.1355460628192201,31.731989607214928,0.04218310351080932,31.728717498481274,31.805082387290895,31.651225872337818,31.823906116187572,14.796136379241943,15.0625,14.306533336639404,15.1015625,1.9456825256347656,1.9456825256347656,1.9456825256347656,0.20466232299804688,0.015743255615234375,0.22040557861328125,0.22040557861328125,1.0,5,ok,
