method,sequence_length,decode_tokens,decode_forward_steps,generated_token_ids,decode_step_latencies_ms,prefill_seconds,prefill_tokens_per_second,decode_first_step_ms,decode_all_mean_ms,decode_all_std_ms,decode_steady_mean_ms,decode_steady_std_ms,decode_steady_p50_ms,decode_steady_p95_ms,decode_steady_min_ms,decode_steady_max_ms,prefill_peak_gpu_allocated_gib,prefill_peak_gpu_reserved_gib,decode_peak_gpu_allocated_gib,decode_peak_gpu_reserved_gib,cpu_rss_before_gib,cpu_rss_after_prefill_gib,cpu_rss_after_decode_gib,cache_cpu_gib,cache_gpu_gib,cache_total_gib,theoretical_cache_gib,cache_ratio,trial,status,error
standard,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[26.53573313727975, 25.497396010905504, 25.444065686315298, 25.61030676588416, 25.472158100456, 25.49091586843133, 25.477126240730286, 25.482594035565853, 25.501903146505356, 25.480701122432947, 25.4697953350842, 25.505557656288147, 25.489374063909054, 25.49368003383279, 25.480831041932106, 25.502874050289392, 25.47770692035556, 25.50428733229637, 25.506368838250637, 25.47389129176736, 25.522954761981964, 25.526268873363733, 25.519980117678642, 25.488262996077538, 25.528162252157927, 25.518618058413267, 25.49910917878151, 25.503105018287897, 25.497796945273876, 25.521542876958847, 25.54265409708023]",0.8632952817715704,9489.22132782792,26.53573313727975,25.534378124340886,0.1880930939425659,25.500999623909593,0.029498549933713373,25.498453062027693,25.536132766865194,25.444065686315298,25.61030676588416,15.764001369476318,16.076171875,14.784740924835205,16.076171875,1.3113861083984375,1.3113861083984375,1.3113861083984375,0.0,0.43915557861328125,0.43915557861328125,0.43915557861328125,1.0,1,ok,
standard,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[26.525729335844517, 25.51099704578519, 25.450164917856455, 25.469454005360603, 25.486659724265337, 25.45706508681178, 25.47065494582057, 25.50242329016328, 25.47946898266673, 25.475031696259975, 25.526239071041346, 25.4918378777802, 25.497726164758205, 25.538026820868254, 25.51558380946517, 25.49412101507187, 25.475122034549713, 25.53768688812852, 25.499279145151377, 25.48255305737257, 25.658139027655125, 25.518517941236496, 25.52942419424653, 25.522893760353327, 25.528273079544306, 25.52908379584551, 25.51438193768263, 25.526651181280613, 25.478867813944817, 25.508632883429527, 25.551186874508858]",0.8642896083183587,9478.304403010361,26.525729335844517,25.54038314208869,0.18675375591608423,25.507538268963497,0.03852373571759444,25.505528086796403,25.545264850370586,25.450164917856455,25.658139027655125,15.764001369476318,16.076171875,14.784740924835205,16.076171875,1.3113861083984375,1.3113861083984375,1.3113861083984375,0.0,0.43915557861328125,0.43915557861328125,0.43915557861328125,1.0,2,ok,
standard,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[26.8448400311172, 25.48824204131961, 25.445538107305765, 25.520140305161476, 25.482432916760445, 25.452447589486837, 25.514551904052496, 25.50638886168599, 25.482963770627975, 25.497525930404663, 25.52974410355091, 25.508171878755093, 25.50796139985323, 25.542754214257002, 25.49181692302227, 25.480530224740505, 25.493490044027567, 25.479968637228012, 25.47785732895136, 25.511146057397127, 25.528422091156244, 25.510014966130257, 25.53886780515313, 25.552027858793736, 25.506308767944574, 25.526418816298246, 25.546940974891186, 25.496995076537132, 25.475482922047377, 25.561652146279812, 25.519839022308588]",0.8644482609815896,9476.564844607245,26.8448400311172,25.549080087653092,0.24205836533913538,25.50588808953762,0.028043854079485668,25.50717513076961,25.549738761037588,25.445538107305765,25.561652146279812,15.764001369476318,16.076171875,14.784740924835205,16.076171875,1.3113861083984375,1.3113861083984375,1.3113861083984375,0.0,0.43915557861328125,0.43915557861328125,0.43915557861328125,1.0,3,ok,
standard,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[26.542843785136938, 25.518747977912426, 25.45425994321704, 25.46541765332222, 25.457926094532013, 25.50615882501006, 25.484786368906498, 25.488853454589844, 25.502123404294252, 25.485076941549778, 25.493990164250135, 25.475813075900078, 25.533959735184908, 25.493660010397434, 25.489204097539186, 25.525728706270456, 25.499908719211817, 25.503965094685555, 25.493319146335125, 25.51356004551053, 25.499848648905754, 25.535613764077425, 25.54235327988863, 25.521401781588793, 25.51833726465702, 25.53485194221139, 25.582683738321066, 25.49961907789111, 25.5239550024271, 25.52116196602583, 25.520259980112314]",0.8654154553078115,9465.973769888666,26.542843785136938,25.539657731931054,0.1880581754281498,25.506218196824193,0.026940539744006963,25.503044249489903,25.539320497773588,25.45425994321704,25.582683738321066,15.764001369476318,16.076171875,14.784740924835205,16.076171875,1.3113861083984375,1.3113861083984375,1.3113861083984375,0.0,0.43915557861328125,0.43915557861328125,0.43915557861328125,1.0,4,ok,
standard,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[27.009107172489166, 25.53348010405898, 25.44257277622819, 25.44631902128458, 25.472088251262903, 25.48276260495186, 25.472397916018963, 25.45619336888194, 25.606439914554358, 25.489434134215117, 25.482793804258108, 25.50021978095174, 25.49140714108944, 25.506047997623682, 25.495623238384724, 25.5199889652431, 25.482922792434692, 25.48023872077465, 25.560340844094753, 25.473609566688538, 25.499898940324783, 25.545757729560137, 25.532850064337254, 25.512197986245155, 25.522773154079914, 25.528252124786377, 25.650527328252792, 25.505867786705494, 25.523054879158735, 25.508631952106953, 25.524235796183348]",0.8665122659876943,9453.991964744257,27.009107172489166,25.55671083410421,0.2729208109148429,25.50829762282471,0.043471265327730685,25.503043783828616,25.585695332847536,25.44257277622819,25.650527328252792,15.764001369476318,16.076171875,14.784740924835205,16.076171875,1.3113861083984375,1.3113861083984375,1.3113861083984375,0.0,0.43915557861328125,0.43915557861328125,0.43915557861328125,1.0,5,ok,
layer_offload,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[48.0217719450593, 46.97047499939799, 46.90307332202792, 46.94875190034509, 46.95969866588712, 46.996905002743006, 46.95560224354267, 46.95340897887945, 46.94300377741456, 46.97056487202644, 46.94386478513479, 46.969533897936344, 46.937705017626286, 46.97320889681578, 46.99787590652704, 46.94800078868866, 46.94929299876094, 46.944284811615944, 46.968571841716766, 46.958626713603735, 46.95961810648441, 46.99783632531762, 46.948781702667475, 46.97663430124521, 46.96960374712944, 46.9740997068584, 46.97431996464729, 46.96312407031655, 46.97969788685441, 49.0864678286016, 47.05343022942543]",0.8808294930495322,9300.324369973536,48.0217719450593,47.06767210436444,0.4206990708666755,47.03586877634128,0.38814240146467144,46.96584795601666,47.028430784121156,46.90307332202792,49.0864678286016,15.357751369476318,16.076171875,14.376953601837158,16.115234375,2.5803260803222656,2.5803260803222656,2.5803260803222656,0.4077873229980469,0.031368255615234375,0.43915557861328125,0.43915557861328125,1.0,1,ok,
layer_offload,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[47.9011288844049, 46.9491733238101, 46.928251162171364, 46.96359531953931, 46.97353905066848, 46.951997093856335, 46.9831726513803, 46.9656172208488, 46.97645315900445, 46.942262910306454, 46.98303388431668, 46.95412004366517, 47.01236775144935, 46.9472985714674, 46.97714373469353, 46.979659236967564, 46.98211187496781, 47.00292367488146, 46.97019373998046, 47.01327905058861, 46.998617239296436, 47.00317420065403, 47.013129107654095, 46.984925866127014, 46.99996905401349, 46.97517119348049, 47.02173080295324, 46.9591268338263, 46.991245821118355, 47.01302805915475, 47.01840691268444]",0.8807953130453825,9300.685276895781,47.9011288844049,47.01083378806229,0.1670546693236303,46.98115728485087,0.025032167186420377,46.98088555596769,47.016099374741316,46.928251162171364,47.02173080295324,15.357751369476318,16.076171875,14.376953601837158,16.115234375,2.5803260803222656,2.5803260803222656,2.5803260803222656,0.4077873229980469,0.031368255615234375,0.43915557861328125,0.43915557861328125,1.0,2,ok,
layer_offload,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[47.92548529803753, 46.90957302227616, 46.94565711542964, 46.950232703238726, 46.957273967564106, 46.960679814219475, 49.86901907250285, 46.98999272659421, 46.98317311704159, 46.93768406286836, 46.960108913481236, 46.969742979854345, 46.9419308938086, 46.99305770918727, 47.0224330201745, 46.94144008681178, 46.97427013888955, 46.973939053714275, 46.93702282384038, 46.959427651017904, 46.95913661271334, 46.945656184107065, 47.0218607224524, 46.987969893962145, 46.98995314538479, 46.989483293145895, 46.989473048597574, 47.011274844408035, 46.99636297300458, 47.0691230148077, 46.99296783655882]",0.8816548641771078,9291.617766603034,47.92548529803753,47.09856147547403,0.5426859767661978,47.07099734805524,0.529431889384717,46.97410459630191,47.04811251722276,46.90957302227616,49.86901907250285,15.357751369476318,16.076171875,14.376953601837158,16.115234375,2.5803260803222656,2.5803260803222656,2.5803260803222656,0.4077873229980469,0.031368255615234375,0.43915557861328125,0.43915557861328125,1.0,3,ok,
layer_offload,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[48.063083086162806, 46.89306719228625, 46.90769873559475, 46.93167610093951, 46.924113761633635, 46.96402419358492, 46.96871107444167, 46.97667295113206, 46.92974220961332, 46.95726418867707, 47.2528301179409, 47.150105237960815, 46.970013063400984, 46.960458625108004, 46.95236589759588, 46.947999857366085, 46.9707939773798, 46.97911674156785, 46.97457002475858, 46.95306671783328, 46.98732867836952, 46.96292337030172, 46.98149021714926, 46.96866124868393, 46.971994917839766, 47.00495535507798, 46.99153499677777, 46.978896018117666, 47.019777819514275, 46.994409058243036, 47.010724898427725]",0.8822887232527137,9284.94242768823,48.063083086162806,47.01613130108003,0.20532835634519564,46.98123290824393,0.0675040337538803,46.97040352039039,47.09145789965987,46.89306719228625,47.2528301179409,15.357751369476318,16.076171875,14.376953601837158,16.115234375,2.5803260803222656,2.5803260803222656,2.5803260803222656,0.4077873229980469,0.031368255615234375,0.43915557861328125,0.43915557861328125,1.0,4,ok,
layer_offload,8192,32,31,"[220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16]","[47.91334690526128, 46.97647178545594, 46.9343988224864, 46.95172514766455, 46.95005202665925, 46.98492493480444, 47.00441472232342, 46.95560084655881, 46.95914592593908, 46.98135983198881, 46.96979187428951, 46.99842631816864, 46.969521790742874, 46.96755902841687, 46.98723880574107, 46.976612880825996, 46.98085878044367, 46.99491010978818, 46.95509001612663, 47.03678283840418, 47.45180997997522, 46.96739884093404, 47.00563568621874, 46.97899613529444, 46.98800994083285, 46.99404910206795, 47.052797861397266, 46.99883610010147, 47.01379779726267, 46.99335712939501, 47.0020710490644]",0.8835316631011665,9271.880501991694,47.91334690526128,47.028870742407534,0.18605766463754694,46.99938820364574,0.08908518815304581,46.983142383396626,47.04559110105038,46.9343988224864,47.45180997997522,15.357751369476318,16.076171875,14.376953601837158,16.115234375,2.5803260803222656,2.5803260803222656,2.5803260803222656,0.4077873229980469,0.031368255615234375,0.43915557861328125,0.43915557861328125,1.0,5,ok,
standard,16384,32,31,"[198, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]","[36.62220388650894, 34.91892199963331, 34.85675808042288, 34.92397861555219, 34.90082500502467, 34.92458118125796, 34.87035911530256, 34.907164983451366, 34.884180407971144, 34.91333406418562, 34.893624018877745, 35.10417230427265, 34.90568185225129, 34.90390023216605, 34.86944688484073, 34.90409906953573, 34.89183075726032, 34.922707825899124, 34.886003006249666, 34.912952687591314, 34.90078495815396, 34.929318353533745, 34.88678392022848, 34.921917133033276, 34.91728939116001, 34.92190595716238, 34.889406990259886, 34.93941295892, 34.92937795817852, 34.94472103193402, 34.893703646957874]",1.9173556920140982,8545.10202162298,36.62220388650894,34.96746284767024,0.30984925389337725,34.91230481304228,0.041835735842460524,34.90642341785133,34.94233239907771,34.85675808042288,35.10417230427265,17.29018545150757,17.798828125,15.331462383270264,17.798828125,1.3124809265136719,1.3124809265136719,1.3124809265136719,0.0,0.8766555786132812,0.8766555786132812,0.8766555786132812,1.0,1,ok,
standard,16384,32,31,"[198, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]","[36.66831273585558, 34.93490628898144, 34.86648295074701, 34.938923083245754, 34.9065437912941, 34.93701899424195, 34.87075911834836, 34.921586047858, 34.90109508857131, 34.92703381925821, 34.87140964716673, 34.93071999400854, 34.879342187196016, 34.91793991997838, 34.86875584349036, 34.94367888197303, 34.901405684649944, 34.91820069029927, 34.8909399472177, 34.92400981485844, 34.88450916483998, 34.938761964440346, 34.89471506327391, 34.93428463116288, 34.91068910807371, 34.93092022836208, 34.88447004929185, 34.92540214210749, 34.91835109889507, 34.92706501856446, 34.91387516260147]",1.9181489800103009,8541.568027688869,36.66831273585558,34.967164779382365,0.31659430518879306,34.91045984749993,0.02391852083744488,34.918070305138826,34.93885057978332,34.86648295074701,34.94367888197303,17.29018545150757,17.798828125,15.331462383270264,17.798828125,1.3124809265136719,1.3124809265136719,1.3124809265136719,0.0,0.8766555786132812,0.8766555786132812,0.8766555786132812,1.0,2,ok,
standard,16384,32,31,"[198, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]","[37.00464032590389, 34.927514847368, 34.86354881897569, 34.97110027819872, 34.914624877274036, 34.96151603758335, 34.87735940143466, 34.91584677249193, 34.895867109298706, 34.93087878450751, 34.873703960329294, 34.94043368846178, 34.904148895293474, 34.93638802319765, 34.887153189629316, 34.91140017285943, 34.92288803681731, 34.95981311425567, 34.88217480480671, 34.95897212997079, 34.90296797826886, 34.9472351372242, 34.91230122745037, 34.96144479140639, 34.916709177196026, 34.91125022992492, 34.899030812084675, 34.95608689263463, 34.90997804328799, 34.94807472452521, 34.93495471775532]",1.9198986319825053,8533.78388164261,37.00464032590389,34.98838732259408,0.3752960514816629,34.92117888915042,0.029141988073525606,34.91627797484398,34.96148397680372,34.86354881897569,34.97110027819872,17.29018545150757,17.798828125,15.331462383270264,17.798828125,1.3124809265136719,1.3124809265136719,1.3124809265136719,0.0,0.8766555786132812,0.8766555786132812,0.8766555786132812,1.0,3,ok,
