method,sequence_length,trial,decode_step,generated_token_position,generated_token_id,latency_ms,phase
layer_offload,4096,2,5,6,220,31.695603393018246,steady
layer_offload,4096,2,6,7,16,31.716125085949898,steady
layer_offload,4096,2,7,8,15,31.729495152831078,steady
layer_offload,4096,2,8,9,15,31.684227287769318,steady
layer_offload,4096,2,9,10,4,31.705197878181934,steady
layer_offload,4096,2,10,11,220,31.69236797839403,steady
layer_offload,4096,2,11,12,16,31.729175243526697,steady
layer_offload,4096,2,12,13,15,31.729273963719606,steady
layer_offload,4096,2,13,14,15,31.73129679635167,steady
layer_offload,4096,2,14,15,4,31.729925889521837,steady
layer_offload,4096,2,15,16,220,31.70893294736743,steady
layer_offload,4096,2,16,17,16,31.684275716543198,steady
layer_offload,4096,2,17,18,15,31.72952402383089,steady
layer_offload,4096,2,18,19,15,31.736255157738924,steady
layer_offload,4096,2,19,20,4,31.713540200144053,steady
layer_offload,4096,2,20,21,220,31.737988349050283,steady
layer_offload,4096,2,21,22,16,31.743846833705902,steady
layer_offload,4096,2,22,23,15,31.743055675178766,steady
layer_offload,4096,2,23,24,15,31.74640005454421,steady
layer_offload,4096,2,24,25,4,31.74675116315484,steady
layer_offload,4096,2,25,26,220,31.776596326380968,steady
layer_offload,4096,2,26,27,16,31.762783881276846,steady
layer_offload,4096,2,27,28,15,31.76947496831417,steady
layer_offload,4096,2,28,29,15,31.7536611109972,steady
layer_offload,4096,2,29,30,4,31.750346068292856,steady
layer_offload,4096,2,30,31,220,31.80721215903759,steady
layer_offload,4096,2,31,32,16,31.747781671583652,steady
layer_offload,4096,3,1,2,16,32.631125301122665,first_step
layer_offload,4096,3,2,3,15,31.690907198935747,steady
layer_offload,4096,3,3,4,15,31.663074158132076,steady
layer_offload,4096,3,4,5,4,31.735394150018692,steady
layer_offload,4096,3,5,6,220,31.691587064415216,steady
layer_offload,4096,3,6,7,16,31.71688597649336,steady
layer_offload,4096,3,7,8,15,31.738767866045237,steady
layer_offload,4096,3,8,9,15,31.663464847952127,steady
layer_offload,4096,3,9,10,4,31.705047003924847,steady
layer_offload,4096,3,10,11,220,31.66869282722473,steady
layer_offload,4096,3,11,12,16,31.710125971585512,steady
layer_offload,4096,3,12,13,15,31.707850750535727,steady
layer_offload,4096,3,13,14,15,31.708633061498404,steady
layer_offload,4096,3,14,15,4,31.697005033493042,steady
layer_offload,4096,3,15,16,220,31.719138380140066,steady
layer_offload,4096,3,16,17,16,31.732037663459778,steady
layer_offload,4096,3,17,18,15,31.737377401441336,steady
layer_offload,4096,3,18,19,15,31.696304213255644,steady
layer_offload,4096,3,19,20,4,31.717376317828894,steady
layer_offload,4096,3,20,21,220,31.765719410032034,steady
layer_offload,4096,3,21,22,16,31.722203362733126,steady
layer_offload,4096,3,22,23,15,31.736474949866533,steady
layer_offload,4096,3,23,24,15,31.73837810754776,steady
layer_offload,4096,3,24,25,4,31.747091095894575,steady
layer_offload,4096,3,25,26,220,31.75619477406144,steady
layer_offload,4096,3,26,27,16,31.804006081074476,steady
layer_offload,4096,3,27,28,15,31.94910567253828,steady
layer_offload,4096,3,28,29,15,31.777246855199337,steady
layer_offload,4096,3,29,30,4,31.759069301187992,steady
layer_offload,4096,3,30,31,220,31.87886020168662,steady
layer_offload,4096,3,31,32,16,31.936035957187414,steady
layer_offload,4096,4,1,2,16,32.380246091634035,first_step
layer_offload,4096,4,2,3,15,31.69984882697463,steady
layer_offload,4096,4,3,4,15,31.692097894847393,steady
layer_offload,4096,4,4,5,4,31.69436100870371,steady
layer_offload,4096,4,5,6,220,31.68268408626318,steady
layer_offload,4096,4,6,7,16,31.7055881023407,steady
layer_offload,4096,4,7,8,15,31.706280075013638,steady
layer_offload,4096,4,8,9,15,31.693540047854185,steady
layer_offload,4096,4,9,10,4,31.704746652394533,steady
layer_offload,4096,4,10,11,220,31.718146987259388,steady
layer_offload,4096,4,11,12,16,31.736413948237896,steady
layer_offload,4096,4,12,13,15,31.70087095350027,steady
layer_offload,4096,4,13,14,15,31.677094753831625,steady
layer_offload,4096,4,14,15,4,31.73959907144308,steady
layer_offload,4096,4,15,16,220,31.73099597916007,steady
layer_offload,4096,4,16,17,16,31.708643306046724,steady
layer_offload,4096,4,17,18,15,31.72817174345255,steady
layer_offload,4096,4,18,19,15,31.70714108273387,steady
layer_offload,4096,4,19,20,4,31.70953504741192,steady
layer_offload,4096,4,20,21,220,31.728372909128666,steady
layer_offload,4096,4,21,22,16,31.7219328135252,steady
layer_offload,4096,4,22,23,15,31.719658989459276,steady
layer_offload,4096,4,23,24,15,31.772640068084,steady
layer_offload,4096,4,24,25,4,31.749894842505455,steady
layer_offload,4096,4,25,26,220,31.76759136840701,steady
layer_offload,4096,4,26,27,16,31.756094191223383,steady
layer_offload,4096,4,27,28,15,31.820951960980892,steady
layer_offload,4096,4,28,29,15,31.77581401541829,steady
layer_offload,4096,4,29,30,4,31.79345093667507,steady
layer_offload,4096,4,30,31,220,31.968894880264997,steady
layer_offload,4096,4,31,32,16,31.74881311133504,steady
layer_offload,4096,5,1,2,16,32.45048224925995,first_step
layer_offload,4096,5,2,3,15,31.651225872337818,steady
layer_offload,4096,5,3,4,15,31.670264899730682,steady
layer_offload,4096,5,4,5,4,31.68720006942749,steady
layer_offload,4096,5,5,6,220,31.677726190537214,steady
layer_offload,4096,5,6,7,16,31.708342023193836,steady
layer_offload,4096,5,7,8,15,31.69256867840886,steady
layer_offload,4096,5,8,9,15,31.704545952379704,steady
layer_offload,4096,5,9,10,4,31.72478685155511,steady
layer_offload,4096,5,10,11,220,31.703324988484383,steady
layer_offload,4096,5,11,12,16,31.727861147373915,steady
layer_offload,4096,5,12,13,15,31.72157285735011,steady
layer_offload,4096,5,13,14,15,31.688372138887644,steady
layer_offload,4096,5,14,15,4,31.731717754155397,steady
layer_offload,4096,5,15,16,220,31.714461743831635,steady
layer_offload,4096,5,16,17,16,31.709543894976377,steady
layer_offload,4096,5,17,18,15,31.733850948512554,steady
layer_offload,4096,5,18,19,15,31.71126591041684,steady
layer_offload,4096,5,19,20,4,31.823906116187572,steady
layer_offload,4096,5,20,21,220,31.756584998220205,steady
layer_offload,4096,5,21,22,16,31.729573849588633,steady
layer_offload,4096,5,22,23,15,31.767030712217093,steady
layer_offload,4096,5,23,24,15,31.76123322919011,steady
layer_offload,4096,5,24,25,4,31.751457136124372,steady
layer_offload,4096,5,25,26,220,31.7314681597054,steady
layer_offload,4096,5,26,27,16,31.774753239005804,steady
layer_offload,4096,5,27,28,15,31.802393961697817,steady
layer_offload,4096,5,28,29,15,31.742373015731573,steady
layer_offload,4096,5,29,30,4,31.75138682126999,steady
layer_offload,4096,5,30,31,220,31.807282008230686,steady
layer_offload,4096,5,31,32,16,31.801613047719,steady
standard,8192,1,1,2,16,26.53573313727975,first_step
standard,8192,1,2,3,15,25.497396010905504,steady
standard,8192,1,3,4,15,25.444065686315298,steady
standard,8192,1,4,5,4,25.61030676588416,steady
standard,8192,1,5,6,220,25.472158100456,steady
standard,8192,1,6,7,16,25.49091586843133,steady
standard,8192,1,7,8,15,25.477126240730286,steady
standard,8192,1,8,9,15,25.482594035565853,steady
standard,8192,1,9,10,4,25.501903146505356,steady
standard,8192,1,10,11,220,25.480701122432947,steady
standard,8192,1,11,12,16,25.4697953350842,steady
standard,8192,1,12,13,15,25.505557656288147,steady
standard,8192,1,13,14,15,25.489374063909054,steady
standard,8192,1,14,15,4,25.49368003383279,steady
standard,8192,1,15,16,220,25.480831041932106,steady
standard,8192,1,16,17,16,25.502874050289392,steady
standard,8192,1,17,18,15,25.47770692035556,steady
standard,8192,1,18,19,15,25.50428733229637,steady
standard,8192,1,19,20,4,25.506368838250637,steady
standard,8192,1,20,21,220,25.47389129176736,steady
standard,8192,1,21,22,16,25.522954761981964,steady
standard,8192,1,22,23,15,25.526268873363733,steady
standard,8192,1,23,24,15,25.519980117678642,steady
standard,8192,1,24,25,4,25.488262996077538,steady
standard,8192,1,25,26,220,25.528162252157927,steady
standard,8192,1,26,27,16,25.518618058413267,steady
standard,8192,1,27,28,15,25.49910917878151,steady
standard,8192,1,28,29,15,25.503105018287897,steady
standard,8192,1,29,30,4,25.497796945273876,steady
standard,8192,1,30,31,220,25.521542876958847,steady
standard,8192,1,31,32,16,25.54265409708023,steady
standard,8192,2,1,2,16,26.525729335844517,first_step
standard,8192,2,2,3,15,25.51099704578519,steady
standard,8192,2,3,4,15,25.450164917856455,steady
standard,8192,2,4,5,4,25.469454005360603,steady
standard,8192,2,5,6,220,25.486659724265337,steady
standard,8192,2,6,7,16,25.45706508681178,steady
standard,8192,2,7,8,15,25.47065494582057,steady
standard,8192,2,8,9,15,25.50242329016328,steady
standard,8192,2,9,10,4,25.47946898266673,steady
standard,8192,2,10,11,220,25.475031696259975,steady
standard,8192,2,11,12,16,25.526239071041346,steady
standard,8192,2,12,13,15,25.4918378777802,steady
standard,8192,2,13,14,15,25.497726164758205,steady
standard,8192,2,14,15,4,25.538026820868254,steady
standard,8192,2,15,16,220,25.51558380946517,steady
standard,8192,2,16,17,16,25.49412101507187,steady
standard,8192,2,17,18,15,25.475122034549713,steady
standard,8192,2,18,19,15,25.53768688812852,steady
standard,8192,2,19,20,4,25.499279145151377,steady
standard,8192,2,20,21,220,25.48255305737257,steady
standard,8192,2,21,22,16,25.658139027655125,steady
standard,8192,2,22,23,15,25.518517941236496,steady
standard,8192,2,23,24,15,25.52942419424653,steady
standard,8192,2,24,25,4,25.522893760353327,steady
standard,8192,2,25,26,220,25.528273079544306,steady
standard,8192,2,26,27,16,25.52908379584551,steady
standard,8192,2,27,28,15,25.51438193768263,steady
standard,8192,2,28,29,15,25.526651181280613,steady
standard,8192,2,29,30,4,25.478867813944817,steady
standard,8192,2,30,31,220,25.508632883429527,steady
standard,8192,2,31,32,16,25.551186874508858,steady
standard,8192,3,1,2,16,26.8448400311172,first_step
standard,8192,3,2,3,15,25.48824204131961,steady
standard,8192,3,3,4,15,25.445538107305765,steady
standard,8192,3,4,5,4,25.520140305161476,steady
standard,8192,3,5,6,220,25.482432916760445,steady
standard,8192,3,6,7,16,25.452447589486837,steady
standard,8192,3,7,8,15,25.514551904052496,steady
standard,8192,3,8,9,15,25.50638886168599,steady
standard,8192,3,9,10,4,25.482963770627975,steady
standard,8192,3,10,11,220,25.497525930404663,steady
standard,8192,3,11,12,16,25.52974410355091,steady
standard,8192,3,12,13,15,25.508171878755093,steady
standard,8192,3,13,14,15,25.50796139985323,steady
standard,8192,3,14,15,4,25.542754214257002,steady
standard,8192,3,15,16,220,25.49181692302227,steady
standard,8192,3,16,17,16,25.480530224740505,steady
standard,8192,3,17,18,15,25.493490044027567,steady
standard,8192,3,18,19,15,25.479968637228012,steady
standard,8192,3,19,20,4,25.47785732895136,steady
standard,8192,3,20,21,220,25.511146057397127,steady
standard,8192,3,21,22,16,25.528422091156244,steady
standard,8192,3,22,23,15,25.510014966130257,steady
standard,8192,3,23,24,15,25.53886780515313,steady
standard,8192,3,24,25,4,25.552027858793736,steady
standard,8192,3,25,26,220,25.506308767944574,steady
standard,8192,3,26,27,16,25.526418816298246,steady
standard,8192,3,27,28,15,25.546940974891186,steady
standard,8192,3,28,29,15,25.496995076537132,steady
standard,8192,3,29,30,4,25.475482922047377,steady
standard,8192,3,30,31,220,25.561652146279812,steady
standard,8192,3,31,32,16,25.519839022308588,steady
standard,8192,4,1,2,16,26.542843785136938,first_step
standard,8192,4,2,3,15,25.518747977912426,steady
standard,8192,4,3,4,15,25.45425994321704,steady
standard,8192,4,4,5,4,25.46541765332222,steady
standard,8192,4,5,6,220,25.457926094532013,steady
standard,8192,4,6,7,16,25.50615882501006,steady
standard,8192,4,7,8,15,25.484786368906498,steady
standard,8192,4,8,9,15,25.488853454589844,steady
standard,8192,4,9,10,4,25.502123404294252,steady
standard,8192,4,10,11,220,25.485076941549778,steady
standard,8192,4,11,12,16,25.493990164250135,steady
standard,8192,4,12,13,15,25.475813075900078,steady
standard,8192,4,13,14,15,25.533959735184908,steady
standard,8192,4,14,15,4,25.493660010397434,steady
standard,8192,4,15,16,220,25.489204097539186,steady
standard,8192,4,16,17,16,25.525728706270456,steady
standard,8192,4,17,18,15,25.499908719211817,steady
standard,8192,4,18,19,15,25.503965094685555,steady
standard,8192,4,19,20,4,25.493319146335125,steady
standard,8192,4,20,21,220,25.51356004551053,steady
standard,8192,4,21,22,16,25.499848648905754,steady
standard,8192,4,22,23,15,25.535613764077425,steady
standard,8192,4,23,24,15,25.54235327988863,steady
standard,8192,4,24,25,4,25.521401781588793,steady
standard,8192,4,25,26,220,25.51833726465702,steady
standard,8192,4,26,27,16,25.53485194221139,steady
standard,8192,4,27,28,15,25.582683738321066,steady
standard,8192,4,28,29,15,25.49961907789111,steady
standard,8192,4,29,30,4,25.5239550024271,steady
standard,8192,4,30,31,220,25.52116196602583,steady
standard,8192,4,31,32,16,25.520259980112314,steady
standard,8192,5,1,2,16,27.009107172489166,first_step
standard,8192,5,2,3,15,25.53348010405898,steady
standard,8192,5,3,4,15,25.44257277622819,steady
standard,8192,5,4,5,4,25.44631902128458,steady
standard,8192,5,5,6,220,25.472088251262903,steady
standard,8192,5,6,7,16,25.48276260495186,steady
standard,8192,5,7,8,15,25.472397916018963,steady
standard,8192,5,8,9,15,25.45619336888194,steady
standard,8192,5,9,10,4,25.606439914554358,steady
standard,8192,5,10,11,220,25.489434134215117,steady
standard,8192,5,11,12,16,25.482793804258108,steady
standard,8192,5,12,13,15,25.50021978095174,steady
standard,8192,5,13,14,15,25.49140714108944,steady
standard,8192,5,14,15,4,25.506047997623682,steady
standard,8192,5,15,16,220,25.495623238384724,steady
standard,8192,5,16,17,16,25.5199889652431,steady
standard,8192,5,17,18,15,25.482922792434692,steady
standard,8192,5,18,19,15,25.48023872077465,steady
standard,8192,5,19,20,4,25.560340844094753,steady
standard,8192,5,20,21,220,25.473609566688538,steady
standard,8192,5,21,22,16,25.499898940324783,steady
standard,8192,5,22,23,15,25.545757729560137,steady
standard,8192,5,23,24,15,25.532850064337254,steady
standard,8192,5,24,25,4,25.512197986245155,steady
standard,8192,5,25,26,220,25.522773154079914,steady
standard,8192,5,26,27,16,25.528252124786377,steady
standard,8192,5,27,28,15,25.650527328252792,steady
standard,8192,5,28,29,15,25.505867786705494,steady
standard,8192,5,29,30,4,25.523054879158735,steady
standard,8192,5,30,31,220,25.508631952106953,steady
standard,8192,5,31,32,16,25.524235796183348,steady
layer_offload,8192,1,1,2,16,48.0217719450593,first_step
layer_offload,8192,1,2,3,15,46.97047499939799,steady
layer_offload,8192,1,3,4,15,46.90307332202792,steady
layer_offload,8192,1,4,5,4,46.94875190034509,steady
layer_offload,8192,1,5,6,220,46.95969866588712,steady
layer_offload,8192,1,6,7,16,46.996905002743006,steady
layer_offload,8192,1,7,8,15,46.95560224354267,steady
layer_offload,8192,1,8,9,15,46.95340897887945,steady
layer_offload,8192,1,9,10,4,46.94300377741456,steady
layer_offload,8192,1,10,11,220,46.97056487202644,steady
layer_offload,8192,1,11,12,16,46.94386478513479,steady
layer_offload,8192,1,12,13,15,46.969533897936344,steady
layer_offload,8192,1,13,14,15,46.937705017626286,steady
layer_offload,8192,1,14,15,4,46.97320889681578,steady
layer_offload,8192,1,15,16,220,46.99787590652704,steady
layer_offload,8192,1,16,17,16,46.94800078868866,steady
layer_offload,8192,1,17,18,15,46.94929299876094,steady
layer_offload,8192,1,18,19,15,46.944284811615944,steady
layer_offload,8192,1,19,20,4,46.968571841716766,steady
layer_offload,8192,1,20,21,220,46.958626713603735,steady
layer_offload,8192,1,21,22,16,46.95961810648441,steady
layer_offload,8192,1,22,23,15,46.99783632531762,steady
layer_offload,8192,1,23,24,15,46.948781702667475,steady
layer_offload,8192,1,24,25,4,46.97663430124521,steady
layer_offload,8192,1,25,26,220,46.96960374712944,steady
layer_offload,8192,1,26,27,16,46.9740997068584,steady
layer_offload,8192,1,27,28,15,46.97431996464729,steady
layer_offload,8192,1,28,29,15,46.96312407031655,steady
layer_offload,8192,1,29,30,4,46.97969788685441,steady
layer_offload,8192,1,30,31,220,49.0864678286016,steady
layer_offload,8192,1,31,32,16,47.05343022942543,steady
layer_offload,8192,2,1,2,16,47.9011288844049,first_step
layer_offload,8192,2,2,3,15,46.9491733238101,steady
layer_offload,8192,2,3,4,15,46.928251162171364,steady
layer_offload,8192,2,4,5,4,46.96359531953931,steady
layer_offload,8192,2,5,6,220,46.97353905066848,steady
layer_offload,8192,2,6,7,16,46.951997093856335,steady
layer_offload,8192,2,7,8,15,46.9831726513803,steady
layer_offload,8192,2,8,9,15,46.9656172208488,steady
layer_offload,8192,2,9,10,4,46.97645315900445,steady
layer_offload,8192,2,10,11,220,46.942262910306454,steady
layer_offload,8192,2,11,12,16,46.98303388431668,steady
layer_offload,8192,2,12,13,15,46.95412004366517,steady
layer_offload,8192,2,13,14,15,47.01236775144935,steady
layer_offload,8192,2,14,15,4,46.9472985714674,steady
layer_offload,8192,2,15,16,220,46.97714373469353,steady
layer_offload,8192,2,16,17,16,46.979659236967564,steady
layer_offload,8192,2,17,18,15,46.98211187496781,steady
layer_offload,8192,2,18,19,15,47.00292367488146,steady
layer_offload,8192,2,19,20,4,46.97019373998046,steady
layer_offload,8192,2,20,21,220,47.01327905058861,steady
layer_offload,8192,2,21,22,16,46.998617239296436,steady
layer_offload,8192,2,22,23,15,47.00317420065403,steady
layer_offload,8192,2,23,24,15,47.013129107654095,steady
layer_offload,8192,2,24,25,4,46.984925866127014,steady
layer_offload,8192,2,25,26,220,46.99996905401349,steady
layer_offload,8192,2,26,27,16,46.97517119348049,steady
layer_offload,8192,2,27,28,15,47.02173080295324,steady
layer_offload,8192,2,28,29,15,46.9591268338263,steady
layer_offload,8192,2,29,30,4,46.991245821118355,steady
layer_offload,8192,2,30,31,220,47.01302805915475,steady
layer_offload,8192,2,31,32,16,47.01840691268444,steady
layer_offload,8192,3,1,2,16,47.92548529803753,first_step
layer_offload,8192,3,2,3,15,46.90957302227616,steady
