model,method,n,mean_ms,std_ms,cv,gpu_kv_gib,cpu_kv_gib,cache_total_gib,h2d_gib,d2h_gib,correctness_all,schedule_all,latency_ratio_vs_standard,gpu_kv_saving_pct
Qwen2.5-7B-Instruct,standard,5,25.751217918395994,0.23105492563731161,0.008972582437440833,0.43915557861328125,0.0,0.43915557861328125,0.0,0.0,True,True,1.0,0.0
Qwen2.5-7B-Instruct,bidirectional,5,2943.486261393229,564.0087047716434,0.19161248080861884,0.21957778930664062,0.21957778930664062,0.43915557861328125,6.793666839599609,0.21957778930664062,True,True,114.30473971060141,50.0
Qwen2.5-7B-Instruct,cross_layer,5,2930.5446435546874,432.4241088119305,0.14755759130405516,0.21957778930664062,0.21957778930664062,0.43915557861328125,6.793666839599609,0.21957778930664062,True,True,113.8021763802163,50.0
Qwen2.5-3B-Instruct,standard,5,24.405099347432454,0.16752209409673047,0.006864225042146967,0.2823143005371094,0.0,0.2823143005371094,0.0,0.0,True,True,1.0,0.0
Qwen2.5-3B-Instruct,bidirectional,5,34.595901082356775,0.07503603726371809,0.0021689285411324345,0.1411571502685547,0.1411571502685547,0.2823143005371094,4.36735725402832,0.1411571502685547,True,True,1.4175685413055468,50.0
Qwen2.5-3B-Instruct,cross_layer,5,34.469671885172524,0.23209498330887182,0.006733309910289857,0.1411571502685547,0.1411571502685547,0.2823143005371094,4.36735725402832,0.1411571502685547,True,True,1.412396294498138,50.0
