method,family,resident_kv_heads_r,sequence_length,status,successful_trials,prefill_wall_ms_mean,prefill_wall_ms_std,prefill_cuda_ms_mean,prefill_cuda_ms_std,time_to_first_token_wall_ms_mean,time_to_first_token_wall_ms_std,time_to_first_token_cuda_ms_mean,time_to_first_token_cuda_ms_std,prefill_tokens_per_second_mean,prefill_tokens_per_second_std,decode_first_step_wall_ms_mean,decode_first_step_wall_ms_std,decode_first_step_cuda_ms_mean,decode_first_step_cuda_ms_std,decode_steady_wall_mean_ms_mean,decode_steady_wall_mean_ms_std,decode_steady_cuda_mean_ms_mean,decode_steady_cuda_mean_ms_std,decode_steady_tokens_per_second_mean,decode_steady_tokens_per_second_std,prefill_peak_gpu_allocated_gib_mean,prefill_peak_gpu_allocated_gib_std,prefill_peak_gpu_reserved_gib_mean,prefill_peak_gpu_reserved_gib_std,decode_peak_gpu_allocated_gib_mean,decode_peak_gpu_allocated_gib_std,decode_peak_gpu_reserved_gib_mean,decode_peak_gpu_reserved_gib_std,cache_gpu_gib_mean,cache_gpu_gib_std,cache_cpu_gib_mean,cache_cpu_gib_std,cache_total_gib_mean,cache_total_gib_std,staging_gpu_gib_mean,staging_gpu_gib_std,h2d_gib_mean,h2d_gib_std,d2h_gib_mean,d2h_gib_std,async_h2d_event_total_ms_mean,async_h2d_event_total_ms_std,async_d2h_event_total_ms_mean,async_d2h_event_total_ms_std,async_d2h_append_calls_mean,async_d2h_append_calls_std,non_blocking_d2h_tensor_copies_mean,non_blocking_d2h_tensor_copies_std,blocking_d2h_tensor_copies_mean,blocking_d2h_tensor_copies_std,layer_prefetch_calls_mean,layer_prefetch_calls_std,lookahead_prefetch_calls_mean,lookahead_prefetch_calls_std,layer0_fallback_prefetch_calls_mean,layer0_fallback_prefetch_calls_std,layer_prefetch_hits_mean,layer_prefetch_hits_std,layer_prefetch_misses_mean,layer_prefetch_misses_std,layer_slot_reuse_waits_mean,layer_slot_reuse_waits_std,expected_layer_prefetches_mean,expected_layer_prefetches_std,expected_lookahead_prefetches_mean,expected_lookahead_prefetches_std,expected_layer0_fallbacks_mean,expected_layer0_fallbacks_std,expected_layer_slot_reuse_waits_mean,expected_layer_slot_reuse_waits_std,decode_steady_cuda_p50_ms_pooled,decode_steady_cuda_p95_ms_pooled,decode_steady_wall_p50_ms_pooled,decode_steady_wall_p95_ms_pooled,all_generated_sequences_match_standard,all_step_top1_match_standard,all_cross_layer_schedules_correct
standard,standard,,8192,ok,1,432.8566319309175,0.0,432.85784912109375,0.0,432.8566319309175,0.0,432.85784912109375,0.0,18925.38166197895,0.0,23.53081898763776,0.0,23.5284481048584,0.0,23.721429860840242,0.0,23.71797211964925,0.0,42.16212056221897,0.0,6.776163578033447,0.0,6.91796875,0.0,6.207213878631592,0.0,6.91796875,0.0,0.2823143005371094,0.0,0.0,0.0,0.2823143005371094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.521279335021973,24.906137943267822,23.524451535195112,24.909281451255083,True,True,True
stagekv_bidirectional_r1,bidirectional,1,8192,ok,1,436.71958381310105,0.0,436.7224426269531,0.0,436.71958381310105,0.0,436.7224426269531,0.0,18757.909373110873,0.0,38.008310832083225,0.0,38.00566482543945,0.0,35.54145089971522,0.0,35.53848088582357,0.0,28.138512819744744,0.0,6.636087894439697,0.0,7.046875,0.0,6.085574626922607,0.0,7.046875,0.0,0.1411571502685547,0.0,0.1411571502685547,0.0,0.2823143005371094,0.0,0.015684127807617188,0.0,4.36735725402832,0.0,0.1411571502685547,0.0,204.3782722055912,0.0,77.41529574431479,0.0,1152.0,0.0,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26193428039551,36.68038120269776,35.264368169009686,36.68289703782648,True,True,True
stagekv_cross_layer_r1,cross_layer,1,8192,ok,1,437.0545889250934,0.0,437.0493469238281,0.0,437.0545889250934,0.0,437.0493469238281,0.0,18743.87882663455,0.0,35.687522031366825,0.0,35.68537521362305,0.0,35.1294391322881,0.0,35.12657826741536,0.0,28.468471719251827,0.0,6.636087894439697,0.0,7.046875,0.0,6.085574626922607,0.0,7.046875,0.0,0.1411571502685547,0.0,0.1411571502685547,0.0,0.2823143005371094,0.0,0.007842063903808594,0.0,4.36735725402832,0.0,0.1411571502685547,0.0,206.91468793153763,0.0,77.89801614359021,0.0,1152.0,0.0,2304.0,0.0,0.0,0.0,1116.0,0.0,1085.0,0.0,31.0,0.0,1085.0,0.0,31.0,0.0,1114.0,0.0,1116.0,0.0,1085.0,0.0,31.0,0.0,1114.0,0.0,34.639265060424805,36.850988960266115,34.642002545297146,36.85393147170544,True,True,True
