method,family,resident_kv_heads_r,sequence_length,trial,generated_token_position,phase,token_id,wall_ms,cuda_ms,h2d_event_ms
stagekv_bidirectional_r1,bidirectional,1,8192,1,1,prefill_ttft,220,436.71958381310105,436.7224426269531,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,2,decode_first,34187,38.008310832083225,38.00566482543945,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,3,decode_steady,198,36.87941934913397,36.87715148925781,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,4,decode_steady,220,35.7183669693768,35.71596908569336,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,5,decode_steady,16,36.56026488170028,36.557823181152344,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,6,decode_steady,15,35.031497944146395,35.028865814208984,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,7,decode_steady,15,34.98764615505934,34.984928131103516,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,8,decode_steady,15,36.557639949023724,36.55478286743164,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,9,decode_steady,15,35.44726315885782,35.4447021484375,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,10,decode_steady,15,36.41151962801814,36.40435028076172,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,11,decode_steady,15,36.70897334814072,36.70614242553711,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,12,decode_steady,15,34.709179773926735,34.70614242553711,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,13,decode_steady,15,34.81388371437788,34.81087875366211,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,14,decode_steady,15,36.615889985114336,36.613121032714844,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,15,decode_steady,15,34.70157505944371,34.69852828979492,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,16,decode_steady,15,35.5184068903327,35.512351989746094,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,17,decode_steady,15,36.112402100116014,36.10950469970703,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,18,decode_steady,15,34.62277911603451,34.62041473388672,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,19,decode_steady,15,36.31097171455622,36.3087043762207,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,20,decode_steady,15,35.08147317916155,35.079166412353516,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,21,decode_steady,15,34.645040053874254,34.64191818237305,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,22,decode_steady,15,36.42274998128414,36.42051315307617,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,23,decode_steady,15,34.60765117779374,34.60505676269531,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,24,decode_steady,15,34.69929099082947,34.696319580078125,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,25,decode_steady,15,36.32569871842861,36.322303771972656,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,26,decode_steady,15,34.755725879222155,34.75251388549805,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,27,decode_steady,15,34.951210021972656,34.94892883300781,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,28,decode_steady,15,36.30399936810136,36.301151275634766,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,29,decode_steady,15,34.64275598526001,34.63987350463867,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,30,decode_steady,15,34.70753598958254,34.704383850097656,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,31,decode_steady,15,36.651025991886854,36.648895263671875,0.0
stagekv_bidirectional_r1,bidirectional,1,8192,1,32,decode_steady,15,34.741689916700125,34.73904037475586,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,1,prefill_ttft,220,437.0545889250934,437.0493469238281,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,2,decode_first,34187,35.687522031366825,35.68537521362305,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,3,decode_steady,198,34.42186722531915,34.418880462646484,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,4,decode_steady,220,36.40140313655138,36.399105072021484,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,5,decode_steady,16,34.18347192928195,34.18022537231445,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,6,decode_steady,15,34.56937102600932,34.56614303588867,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,7,decode_steady,15,36.37822903692722,36.375553131103516,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,8,decode_steady,15,34.48281018063426,34.48012924194336,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,9,decode_steady,15,35.59926804155111,35.5964469909668,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,10,decode_steady,15,35.5466497130692,35.544063568115234,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,11,decode_steady,15,34.57723557949066,34.57535934448242,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,12,decode_steady,15,37.03697631135583,37.03398513793945,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,13,decode_steady,15,34.495363011956215,34.49241638183594,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,14,decode_steady,15,34.588947892189026,34.58643341064453,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,15,decode_steady,15,36.2511221319437,36.24857711791992,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,16,decode_steady,15,34.345334861427546,34.341854095458984,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,17,decode_steady,15,34.36310915276408,34.360321044921875,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,18,decode_steady,15,35.81052366644144,35.80799865722656,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,19,decode_steady,15,34.44501105695963,34.44220733642578,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,20,decode_steady,15,34.8950088955462,34.89177703857422,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,21,decode_steady,15,36.630210001021624,36.62732696533203,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,22,decode_steady,15,34.241111017763615,34.2374382019043,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,23,decode_steady,15,34.19781010597944,34.19526290893555,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,24,decode_steady,15,37.22237283363938,37.22035217285156,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,25,decode_steady,15,34.193912986665964,34.19033432006836,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,26,decode_steady,15,35.29397211968899,35.2911376953125,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,27,decode_steady,15,34.837441984564066,34.83504104614258,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,28,decode_steady,15,34.337881952524185,34.334720611572266,0.0
stagekv_cross_layer_r1,cross_layer,1,8192,1,29,decode_steady,15,35.62812367454171,35.624961853027344,0.0
