comparison,sequence_length,candidate_method,candidate_family,resident_kv_heads_r,prefill_cuda_overhead_percent,ttft_cuda_overhead_percent,decode_first_cuda_overhead_percent,steady_decode_cuda_overhead_percent,steady_decode_cuda_speed_ratio,peak_decode_gpu_allocated_saving_gib,persistent_kv_gpu_saving_gib,candidate_cpu_kv_gib,candidate_h2d_gib,candidate_d2h_gib,candidate_h2d_event_total_ms,candidate_d2h_event_total_ms,all_generated_sequences_match_standard,all_step_top1_match_standard,all_cross_layer_schedules_correct,reference_method,prefill_cuda_change_percent,steady_decode_cuda_change_percent,cross_layer_over_bidirectional_speed_ratio,minimum_confirmatory_speed_ratio,meets_confirmatory_speed_target,bidirectional_cuda_p95_ms,cross_layer_cuda_p95_ms,bidirectional_h2d_gib,cross_layer_h2d_gib,bidirectional_h2d_event_total_ms,cross_layer_h2d_event_total_ms,bidirectional_d2h_event_total_ms,cross_layer_d2h_event_total_ms,bidirectional_staging_gpu_gib,cross_layer_staging_gpu_gib,same_persistent_gpu_kv_gib
candidate_vs_standard,8192,stagekv_bidirectional_r1,bidirectional,1,0.8928089241551973,0.8928089241551973,61.53069108536593,49.837771570620795,0.6673884625470988,0.12163925170898438,0.1411571502685547,0.1411571502685547,4.36735725402832,0.1411571502685547,204.3782722055912,77.41529574431479,True,True,True,,,,,,,,,,,,,,,,,
candidate_vs_standard,8192,stagekv_cross_layer_r1,cross_layer,1,0.9683312457531068,0.9683312457531068,51.66905634653549,48.10110278489874,0.675214418526238,0.12163925170898438,0.1411571502685547,0.1411571502685547,4.36735725402832,0.1411571502685547,206.91468793153763,77.89801614359021,True,True,True,,,,,,,,,,,,,,,,,
cross_layer_vs_bidirectional_same_residency,8192,stagekv_cross_layer_r1,cross_layer,1,,,,,,,,,,,,,True,True,True,stagekv_bidirectional_r1,0.07485401824294247,-1.1590327108565779,1.0117262380432397,1.05,False,36.68038120269776,36.850988960266115,4.36735725402832,4.36735725402832,204.3782722055912,206.91468793153763,77.41529574431479,77.89801614359021,0.015684127807617188,0.007842063903808594,True
