status,resident_kv_heads_r,kv_group_size_g,sequence_length,decode_tokens,same_generated_sequence,all_step_top1_equal,max_probability_total_variation,min_top10_overlap,standard_gpu_cache_bytes,stagekv_gpu_resident_cache_bytes,stagekv_cpu_cache_bytes,theoretical_total_cache_bytes,expected_gpu_resident_cache_bytes,expected_cpu_cache_bytes,placement_correct,expected_attention_calls,observed_attention_calls,expected_cpu_to_gpu_group_transfers,observed_cpu_to_gpu_group_transfers,observed_gpu_to_cpu_append_calls,gpu_to_cpu_append_bytes,cpu_to_gpu_group_bytes,transfer_counts_correct,standard_elapsed_seconds,stagekv_sync_elapsed_seconds,max_step_logits_relative_l2_error,min_step_logits_cosine_similarity,note
PASS_BEHAVIORAL_EQUIVALENCE,0,2,4096,8,True,True,0.009983308613300323,0.9,235282432,0,235282432,235282432,0,235282432,True,224,224,448,448,224,235282432,1880653824,True,1.202527261339128,13.605993831064552,0.01421318482607603,0.9998898506164551,Correctness and placement only; synchronous transfers are not a performance claim.
PASS_BEHAVIORAL_EQUIVALENCE,1,2,4096,8,True,True,0.009983308613300323,0.9,235282432,58820608,176461824,235282432,58820608,176461824,True,224,224,448,448,224,176461824,1410490368,True,1.202527261339128,14.682504861149937,0.01421318482607603,0.9998898506164551,Correctness and placement only; synchronous transfers are not a performance claim.
PASS_BEHAVIORAL_EQUIVALENCE,2,2,4096,8,True,True,0.009983308613300323,0.9,235282432,117641216,117641216,235282432,117641216,117641216,True,224,224,224,224,224,117641216,940326912,True,1.202527261339128,7.69197411602363,0.01421318482607603,0.9998898506164551,Correctness and placement only; synchronous transfers are not a performance claim.
PASS_BEHAVIORAL_EQUIVALENCE,4,2,4096,8,True,True,0.009983308613300323,0.9,235282432,235282432,0,235282432,235282432,0,True,224,224,0,0,224,0,0,True,1.202527261339128,0.567967863753438,0.01421318482607603,0.9998898506164551,Correctness and placement only; synchronous transfers are not a performance claim.
