status,generated_token_ids,step_top1_ids,prefill_wall_ms,prefill_cuda_ms,time_to_first_token_wall_ms,time_to_first_token_cuda_ms,prefill_tokens_per_second,decode_step_wall_ms,decode_step_cuda_ms,decode_step_h2d_event_ms,decode_first_step_wall_ms,decode_first_step_cuda_ms,decode_steady_wall_mean_ms,decode_steady_cuda_mean_ms,decode_steady_cuda_p50_ms,decode_steady_cuda_p95_ms,decode_steady_tokens_per_second,prefill_peak_gpu_allocated_gib,prefill_peak_gpu_reserved_gib,decode_peak_gpu_allocated_gib,decode_peak_gpu_reserved_gib,cpu_rss_before_gib,cpu_rss_after_gib,cpu_rss_delta_gib,cache_gpu_gib,cache_cpu_gib,cache_total_gib,cache_ratio,theoretical_cache_gib,staging_gpu_gib,h2d_group_transfers,h2d_gib,d2h_gib,async_prefetch_groups,async_h2d_event_total_ms,h2d_event_timing_available,async_d2h_append_calls,non_blocking_d2h_tensor_copies,blocking_d2h_tensor_copies,dedicated_transfer_stream_enabled,dedicated_d2h_stream_enabled,expected_layer_prefetches,layer_prefetch_calls,expected_lookahead_prefetches,lookahead_prefetch_calls,expected_layer0_fallbacks,layer0_fallback_prefetch_calls,layer_prefetch_hits,layer_prefetch_misses,expected_layer_slot_reuse_waits,layer_slot_reuse_waits,cross_layer_schedule_correct,generated_tokens,decode_forward_steps,method,family,resident_kv_heads_r,kv_group_size_g,sequence_length,trial,is_warmup,round_order_position,decode_tokens,same_generated_sequence_as_standard,all_step_top1_equal_as_standard
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",430.0437751226127,430.039794921875,430.0437751226127,430.039794921875,19049.399838655012,"[25.048111099749804, 24.50183592736721, 24.568650871515274, 24.462583009153605, 24.51215498149395, 26.83590492233634, 25.345539208501577, 24.603386875241995, 24.668509140610695, 24.562018923461437, 24.571698158979416, 24.58611410111189, 24.60213378071785, 24.604068137705326, 24.569864384829998, 24.55740002915263, 24.618975818157196, 24.405675940215588, 24.66214681044221, 24.496936704963446, 24.61938699707389, 24.471750017255545, 24.533916264772415, 24.51501088216901, 24.661516305059195, 24.51409911736846, 24.628343991935253, 24.5623798109591, 24.70077993348241, 24.486107286065817, 24.605360347777605]","[25.045055389404297, 24.499040603637695, 24.565568923950195, 24.45840072631836, 24.509248733520508, 26.828800201416016, 25.341951370239258, 24.599552154541016, 24.665023803710938, 24.558591842651367, 24.567808151245117, 24.582143783569336, 24.598495483398438, 24.600576400756836, 24.566688537597656, 24.55353546142578, 24.614912033081055, 24.402944564819336, 24.658111572265625, 24.49398422241211, 24.615936279296875, 24.46847915649414, 24.530879974365234, 24.51148796081543, 24.657920837402344, 24.51046371459961, 24.625120162963867, 24.548479080200195, 24.697856903076172, 24.482816696166992, 24.59529685974121]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.048111099749804,25.045055389404297,24.667808289329212,24.663670539855957,24.567248344421387,25.05210886001587,40.54546537929225,6.776163578033447,6.91796875,6.207213878631592,6.91796875,1.59619140625,1.59619140625,0.0,0.2823143005371094,0.0,0.2823143005371094,1.0,0.2823143005371094,0.0,0,0.0,0.0,0,0.0,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,True,32,31,standard,standard,,,8192,1,False,0,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",434.8434400744736,434.83544921875,434.8434400744736,434.83544921875,18839.310398262634,"[35.635984037071466, 34.37054017558694, 34.945358987897635, 34.42465187981725, 34.63727980852127, 34.75501202046871, 34.551510121673346, 34.42774806171656, 34.83921894803643, 34.43516185507178, 34.44556100293994, 34.68398796394467, 34.65892095118761, 34.45003926753998, 34.879145212471485, 34.468743950128555, 34.35145411640406, 34.969143103808165, 34.63554661720991, 34.45889614522457, 34.92008103057742, 34.44853611290455, 34.57194799557328, 35.269116051495075, 34.63870286941528, 34.420864190906286, 34.80796096846461, 34.99521175399423, 34.55494623631239, 34.29922601208091, 35.03904398530722]","[35.63315200805664, 34.36723327636719, 34.94220733642578, 34.421409606933594, 34.633758544921875, 34.75251388549805, 34.54844665527344, 34.42380905151367, 34.83647918701172, 34.43199920654297, 34.44224166870117, 34.68022537231445, 34.656192779541016, 34.447166442871094, 34.87641525268555, 34.46579360961914, 34.34819030761719, 34.965824127197266, 34.632511138916016, 34.455806732177734, 34.91551971435547, 34.44502258300781, 34.569217681884766, 35.26588821411133, 34.63542556762695, 34.417022705078125, 34.80473709106445, 34.99187088012695, 34.55180740356445, 34.295806884765625, 35.036033630371094]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.635984037071466,35.63315200805664,34.645118579889335,34.641885884602864,34.60086441040039,35.01616039276123,28.866788699990085,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.015684127807617188,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,0,0,0,0,0,0,0,0,0,0,True,32,31,stagekv_bidirectional_r1,bidirectional,1,2,8192,1,False,1,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",435.13683089986444,435.1334533691406,435.13683089986444,435.1334533691406,18826.408166439935,"[35.17993865534663, 34.22773256897926, 34.22169107943773, 38.72194280847907, 35.02614004537463, 34.550398122519255, 34.165835939347744, 34.259591717273, 34.60707422345877, 34.271004144102335, 34.66986212879419, 34.17591471225023, 34.2347351834178, 34.56933330744505, 34.27909919992089, 34.62996706366539, 34.480425994843245, 34.19337794184685, 34.793844912201166, 34.31127918884158, 34.288506023585796, 34.61316600441933, 34.24255969002843, 34.269731026142836, 34.69997784122825, 34.181865863502026, 34.302964340895414, 34.60586071014404, 34.16546620428562, 34.20127183198929, 34.56840105354786]","[35.17747116088867, 34.22412872314453, 34.21798324584961, 38.7184944152832, 35.023582458496094, 34.546878814697266, 34.162654876708984, 34.2564811706543, 34.60403060913086, 34.26816177368164, 34.66739273071289, 34.17292785644531, 34.23097610473633, 34.56620788574219, 34.27632141113281, 34.62678527832031, 34.477054595947266, 34.190528869628906, 34.791168212890625, 34.30400085449219, 34.28556823730469, 34.61008071899414, 34.239166259765625, 34.266815185546875, 34.6965446472168, 34.17827224731445, 34.299903869628906, 34.60198211669922, 34.16239929199219, 34.1984977722168, 34.565120697021484]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.17993865534663,35.17747116088867,34.5509673623989,34.54767036437988,34.2927360534668,34.91899604797363,28.94551179436523,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.007842063903808594,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,1116,1116,1085,1085,31,31,1085,31,1114,1114,True,32,31,stagekv_cross_layer_r1,cross_layer,1,2,8192,1,False,2,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",435.3303452953696,435.3271789550781,435.3303452953696,435.3271789550781,18818.03019894915,"[35.192172043025494, 34.30717112496495, 34.46513833478093, 34.367003943771124, 34.266706090420485, 34.20498967170715, 34.67064304277301, 34.16893212124705, 34.316519275307655, 34.638012293726206, 34.27679371088743, 34.35578290373087, 34.5904934220016, 34.24624726176262, 34.296051133424044, 34.64532596990466, 34.341886173933744, 34.17590633034706, 34.56031624227762, 34.34181725606322, 34.57218920812011, 34.476669039577246, 34.32426368817687, 34.46638025343418, 35.0354271940887, 35.77425330877304, 34.334161784499884, 34.15185026824474, 34.54354498535395, 34.4403013586998, 34.35189602896571]","[35.189857482910156, 34.30400085449219, 34.46246337890625, 34.363582611083984, 34.263038635253906, 34.20083236694336, 34.667518615722656, 34.16559982299805, 34.31350326538086, 34.63475036621094, 34.27328109741211, 34.35212707519531, 34.58697509765625, 34.24256134033203, 34.29171371459961, 34.64195251464844, 34.33881759643555, 34.17212677001953, 34.55692672729492, 34.338497161865234, 34.569217681884766, 34.47296142578125, 34.321407318115234, 34.46271896362305, 35.03206253051758, 35.77036666870117, 34.33145523071289, 34.148353576660156, 34.53964614868164, 34.43711853027344, 34.349056243896484]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.192172043025494,35.189857482910156,34.45688911403219,34.45348777770996,34.3505916595459,34.868017768859865,29.024637692760972,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.007842063903808594,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,1116,1116,1085,1085,31,31,1085,31,1114,1114,True,32,31,stagekv_cross_layer_r1,cross_layer,1,2,8192,2,False,0,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",430.509430821985,430.5069580078125,430.509430821985,430.5069580078125,19028.72845054304,"[24.37460795044899, 24.196112994104624, 24.110562168061733, 24.22681963071227, 24.147571995854378, 24.206172209233046, 24.23341339454055, 24.14566883817315, 24.209978990256786, 24.15090799331665, 24.16042611002922, 24.134826846420765, 24.233533069491386, 24.16374208405614, 24.151188787072897, 24.05840391293168, 24.546649772673845, 23.904706351459026, 24.115351028740406, 23.923701141029596, 24.559393990784883, 24.454747792333364, 24.55954533070326, 24.40276090055704, 24.545156862586737, 24.445821065455675, 24.491265881806612, 24.883091915398836, 24.584059603512287, 24.467491079121828, 24.547201115638018]","[24.372224807739258, 24.19366455078125, 24.10793685913086, 24.223743438720703, 24.14463996887207, 24.2030086517334, 24.229888916015625, 24.14249610900879, 24.207359313964844, 24.147872924804688, 24.157184600830078, 24.13158416748047, 24.230783462524414, 24.161056518554688, 24.147968292236328, 24.054784774780273, 24.543231964111328, 23.90118408203125, 24.11212730407715, 23.920320510864258, 24.555551528930664, 24.45199966430664, 24.5565128326416, 24.398847579956055, 24.542207717895508, 24.441856384277344, 24.487903594970703, 24.880128860473633, 24.581024169921875, 24.464384078979492, 24.544063568115234]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.37460795044899,24.372224807739258,24.298675761868555,24.295510546366373,24.215551376342773,24.569994068145753,41.15986770854501,6.776163578033447,6.91796875,6.207213878631592,6.91796875,1.59619140625,1.59619140625,0.0,0.2823143005371094,0.0,0.2823143005371094,1.0,0.2823143005371094,0.0,0,0.0,0.0,0,0.0,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,True,32,31,standard,standard,,,8192,2,False,1,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",435.21830486133695,435.2102355957031,435.21830486133695,435.2102355957031,18823.086706099704,"[46.88303405418992, 34.41175725311041, 34.86964711919427, 34.418140072375536, 34.44765508174896, 34.94874481111765, 34.585434012115, 34.35091394931078, 34.809162840247154, 34.40299164503813, 34.562700893729925, 34.8366042599082, 34.55018671229482, 34.32975383475423, 34.843066707253456, 34.29045993834734, 34.36921816319227, 34.80294207111001, 34.50835915282369, 34.36145279556513, 34.811196848750114, 34.318843856453896, 34.439560025930405, 34.83255719766021, 34.56011600792408, 34.471910912543535, 34.86587991937995, 34.41243898123503, 34.72825093194842, 35.03960557281971, 34.46286357939243]","[46.88179016113281, 34.408447265625, 34.86617660522461, 34.41459274291992, 34.44451141357422, 34.94569778442383, 34.582176208496094, 34.3480339050293, 34.80575942993164, 34.400001525878906, 34.560001373291016, 34.83340835571289, 34.546878814697266, 34.327518463134766, 34.84019088745117, 34.28761672973633, 34.366241455078125, 34.799617767333984, 34.504703521728516, 34.35801696777344, 34.80873489379883, 34.31526565551758, 34.436767578125, 34.82931137084961, 34.55759811401367, 34.46883010864258, 34.863040924072266, 34.409088134765625, 34.72556686401367, 35.03615951538086, 34.45964813232422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.88303405418992,46.88179016113281,34.58808050490916,34.584986750284834,34.52579116821289,34.90991325378418,28.914280269075547,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.015684127807617188,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,0,0,0,0,0,0,0,0,0,0,True,32,31,stagekv_bidirectional_r1,bidirectional,1,2,8192,2,False,2,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",435.7381220906973,435.73529052734375,435.7381220906973,435.73529052734375,18800.405149846192,"[35.32116301357746, 34.42636504769325, 34.8458020016551, 34.46633042767644, 34.55678001046181, 34.788894932717085, 34.59503222256899, 34.48683908209205, 34.92756560444832, 34.42924004048109, 34.44165410473943, 34.661997109651566, 36.58801130950451, 34.31271109730005, 34.45294499397278, 34.60010094568133, 34.47506716474891, 34.49439303949475, 34.90439197048545, 34.347658045589924, 34.540528897196054, 34.882280975580215, 34.491967875510454, 34.39318295568228, 34.93505995720625, 34.48880184441805, 34.490065183490515, 34.74921127781272, 34.398221876472235, 34.426005091518164, 34.78760318830609]","[35.3177604675293, 34.42278289794922, 34.843265533447266, 34.46271896362305, 34.553855895996094, 34.78556823730469, 34.59199905395508, 34.484222412109375, 34.92444610595703, 34.42585754394531, 34.43814468383789, 34.65919876098633, 36.584449768066406, 34.3098258972168, 34.44960021972656, 34.596641540527344, 34.471744537353516, 34.49126434326172, 34.90099334716797, 34.34419250488281, 34.53664016723633, 34.879390716552734, 34.48918533325195, 34.3900146484375, 34.9318733215332, 34.486270904541016, 34.48716735839844, 34.74534225463867, 34.39516830444336, 34.422752380371094, 34.78425598144531]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.32116301357746,35.3177604675293,34.64615694247186,34.64296112060547,34.490224838256836,34.928531074523924,28.8658927427888,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.015684127807617188,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,0,0,0,0,0,0,0,0,0,0,True,32,31,stagekv_bidirectional_r1,bidirectional,1,2,8192,3,False,0,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",435.1581442169845,435.1539306640625,435.1581442169845,435.1539306640625,18825.522241057726,"[35.06391076371074, 34.193187952041626, 34.03381910175085, 34.39633874222636, 34.93193397298455, 34.12287589162588, 34.128065686672926, 34.497237764298916, 34.29217403754592, 34.10152578726411, 34.67619372531772, 34.03447009623051, 34.12179369479418, 34.47411535307765, 34.221661277115345, 34.19444989413023, 34.628764260560274, 34.09741772338748, 34.22595886513591, 34.588880371302366, 34.17462296783924, 34.02480110526085, 34.60781509056687, 34.18990084901452, 34.217793960124254, 34.5309809781611, 34.15622795000672, 34.114310052245855, 34.579341765493155, 34.124007914215326, 34.20204436406493]","[35.06073760986328, 34.18931198120117, 34.03059387207031, 34.38275146484375, 34.92230224609375, 34.11967849731445, 34.12480163574219, 34.49436950683594, 34.288639068603516, 34.098175048828125, 34.67327880859375, 34.03139114379883, 34.11929702758789, 34.471614837646484, 34.2182731628418, 34.19033432006836, 34.62617492675781, 34.09408187866211, 34.22284698486328, 34.585601806640625, 34.17068862915039, 34.02137756347656, 34.60492706298828, 34.18707275390625, 34.214656829833984, 34.528255462646484, 34.153472900390625, 34.11036682128906, 34.576385498046875, 34.120704650878906, 34.19852828979492]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.06391076371074,35.06073760986328,34.29609037314852,34.292331822713216,34.19443130493164,34.65208206176758,29.161038251054688,6.636087894439697,7.046875,6.085574626922607,7.046875,1.59619140625,1.59619140625,0.0,0.1411571502685547,0.1411571502685547,0.2823143005371094,1.0,0.2823143005371094,0.007842063903808594,1116,4.36735725402832,0.1411571502685547,1116,0.0,False,1152,2304,0,True,True,1116,1116,1085,1085,31,31,1085,31,1114,1114,True,32,31,stagekv_cross_layer_r1,cross_layer,1,2,8192,3,False,1,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",431.42105313017964,431.4142761230469,431.42105313017964,431.4142761230469,18988.708657530606,"[24.50059400871396, 24.322358891367912, 24.086157325655222, 24.107978213578463, 24.15710035711527, 24.08899227157235, 24.29254399612546, 24.09666683524847, 24.20175401493907, 24.06583772972226, 24.16766993701458, 24.072621017694473, 24.23983532935381, 24.17755825445056, 24.163241032510996, 24.147520773112774, 24.154414888471365, 24.012067820876837, 24.132193066179752, 24.059968069195747, 24.501956067979336, 24.46587895974517, 24.75502109155059, 24.456240702420473, 24.540749844163656, 24.57860019057989, 24.621950928121805, 24.441263172775507, 24.67654412612319, 24.46708083152771, 24.663208983838558]","[24.498048782348633, 24.3189754486084, 24.08345603942871, 24.104799270629883, 24.15407943725586, 24.086336135864258, 24.28927993774414, 24.09267234802246, 24.19887924194336, 24.062976837158203, 24.174591064453125, 24.069120407104492, 24.236032485961914, 24.174591064453125, 24.160255432128906, 24.144128799438477, 24.151039123535156, 24.008703231811523, 24.129535675048828, 24.05683135986328, 24.49817657470703, 24.46233558654785, 24.751968383789062, 24.453088760375977, 24.53708839416504, 24.574975967407227, 24.61884880065918, 24.437599182128906, 24.673280715942383, 24.463359832763672, 24.65894317626953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.50059400871396,24.498048782348633,24.297165824100375,24.294198290506998,24.186735153198242,24.666828823089602,41.16209096682774,6.776163578033447,6.91796875,6.207213878631592,6.91796875,1.59619140625,1.59619140625,0.0,0.2823143005371094,0.0,0.2823143005371094,1.0,0.2823143005371094,0.0,0,0.0,0.0,0,0.0,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,True,32,31,standard,standard,,,8192,3,False,2,32,True,True
ok,"[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[220, 34187, 198, 220, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",431.38669012114406,431.38385009765625,431.38669012114406,431.38385009765625,18990.047954149195,"[24.964484851807356, 24.448486045002937, 24.694538209587336, 24.332568980753422, 24.412489030510187, 24.466069880872965, 24.657939095050097, 24.501084815710783, 24.549957364797592, 24.427135940641165, 24.499672930687666, 24.425052106380463, 24.540628772228956, 24.377132300287485, 24.60311586037278, 24.38772190362215, 24.524899665266275, 24.480306077748537, 24.55181023105979, 24.458636064082384, 24.56781966611743, 24.436855223029852, 24.677976965904236, 24.370038881897926, 24.512575939297676, 24.390879087150097, 24.47840292006731, 24.538425263017416, 24.574792943894863, 24.343127850443125, 24.489082861691713]","[24.961023330688477, 24.444128036499023, 24.69068717956543, 24.32921600341797, 24.409088134765625, 24.463232040405273, 24.653823852539062, 24.497343063354492, 24.54630470275879, 24.423423767089844, 24.49612808227539, 24.421119689941406, 24.53798484802246, 24.374143600463867, 24.599552154541016, 24.384511947631836, 24.521728515625, 24.47667121887207, 24.548063278198242, 24.455167770385742, 24.564735412597656, 24.426271438598633, 24.67523193359375, 24.366943359375, 24.50921630859375, 24.38742446899414, 24.475360870361328, 24.5350399017334, 24.570880889892578, 24.33945655822754, 24.48588752746582]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.964484851807356,24.961023330688477,24.490640762572486,24.48695888519287,24.481279373168945,24.66559829711914,40.83806424017376,6.776163578033447,6.91796875,6.207213878631592,6.91796875,1.59619140625,1.59619140625,0.0,0.2823143005371094,0.0,0.2823143005371094,1.0,0.2823143005371094,0.0,0,0.0,0.0,0,0.0,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,True,32,31,standard,standard,,,8192,4,False,0,32,True,True
