status,resident_kv_heads_r,kv_group_size_g,sequence_length,decode_tokens,fresh_decode_kv_used_directly_on_gpu,blocking_d2h_removed,same_generated_sequence,all_step_top1_equal,max_probability_total_variation,min_top10_overlap,max_step_logits_relative_l2_error,min_step_logits_cosine_similarity,stagekv_gpu_cache_bytes,stagekv_cpu_cache_bytes,staging_gpu_bytes,expected_async_d2h_append_calls,observed_async_d2h_append_calls,non_blocking_d2h_tensor_copies,blocking_d2h_tensor_copies,expected_d2h_bytes,observed_d2h_bytes,expected_h2d_group_transfers,observed_h2d_group_transfers,expected_h2d_bytes,observed_h2d_bytes,cpu_ready_waits,expected_slot_reuse_waits,observed_slot_reuse_waits,reusable_d2h_event_count,reusable_h2d_event_count,staging_allocated_bytes,full_resident_fast_path_calls,group_attention_calls,compute_stream_handle,h2d_stream_handle,d2h_stream_handle,streams_distinct,standard_elapsed_seconds,stagekv_elapsed_seconds,checks,failed_checks,note
PASS_BEHAVIORAL_EQUIVALENCE,0,2,4096,8,True,True,True,True,0.009982986375689507,0.9,0.01421318482607603,0.9998898506164551,0,235282432,8402944,224,224,448,0,235282432,235282432,392,392,1645371392,1645371392,196,390,390,112,4,8402944,0,448,0,808669200,808493296,True,1.2947743469849229,32.064491922967136,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'cache_correct': True, 'd2h_path_correct': True, 'h2d_path_correct': True, 'attention_path_correct': True, 'stream_path_correct': True}",[],Historical K/V is prefetched from the hybrid cache. Fresh current-token K/V remains on GPU for the current attention and is appended to pinned CPU asynchronously for the next token. Timing remains diagnostic until the calibrated benchmark is updated.
PASS_BEHAVIORAL_EQUIVALENCE,1,2,4096,8,True,True,True,True,0.009982986375689507,0.9,0.01421318482607603,0.9998898506164551,58820608,176461824,8402944,224,224,448,0,176461824,176461824,392,392,1234028544,1234028544,196,390,390,112,4,8402944,0,448,0,809631120,809442352,True,1.2947743469849229,19.89551531430334,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'cache_correct': True, 'd2h_path_correct': True, 'h2d_path_correct': True, 'attention_path_correct': True, 'stream_path_correct': True}",[],Historical K/V is prefetched from the hybrid cache. Fresh current-token K/V remains on GPU for the current attention and is appended to pinned CPU asynchronously for the next token. Timing remains diagnostic until the calibrated benchmark is updated.
PASS_BEHAVIORAL_EQUIVALENCE,2,2,4096,8,True,True,True,True,0.009982986375689507,0.9,0.01421318482607603,0.9998898506164551,117641216,117641216,8402944,224,224,448,0,117641216,117641216,196,196,822685696,822685696,196,195,195,112,4,8402944,0,448,0,805573808,808609488,True,1.2947743469849229,20.008015896193683,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'cache_correct': True, 'd2h_path_correct': True, 'h2d_path_correct': True, 'attention_path_correct': True, 'stream_path_correct': True}",[],Historical K/V is prefetched from the hybrid cache. Fresh current-token K/V remains on GPU for the current attention and is appended to pinned CPU asynchronously for the next token. Timing remains diagnostic until the calibrated benchmark is updated.
PASS_BEHAVIORAL_EQUIVALENCE,4,2,4096,8,True,True,True,True,0.0,1.0,0.0,0.9999889135360718,235282432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,224,0,,,,True,1.2947743469849229,0.5714445211924613,"{'same_generated_sequence': True, 'all_step_top1_equal': True, 'probability_total_variation_within_threshold': True, 'top10_overlap_within_threshold': True, 'cache_correct': True, 'd2h_path_correct': True, 'h2d_path_correct': True, 'attention_path_correct': True, 'stream_path_correct': True}",[],Historical K/V is prefetched from the hybrid cache. Fresh current-token K/V remains on GPU for the current attention and is appended to pinned CPU asynchronously for the next token. Timing remains diagnostic until the calibrated benchmark is updated.
